chromosome,beg,end,strand,gene_name,log2FC,pval_adj,DE
chr1,9559695,9580257,+,_chr1_000485,0.55931245317849,0.000823529356079297,up
chr1,9625599,9636994,+,_chr1_000486,-0.976476683777958,0.00797528297782853,down
chr1,9666455,9681853,+,_chr1_000489,0.814493252557309,2.80628894805574e-05,up
chr1,9962904,9977248,+,_chr1_000505,0.545428038761286,0.0201789149762934,up
chr1,9995547,9997251,+,_chr1_000508,0.600477512133196,0.0253455663344651,up
chr1,10338201,10360262,+,_chr1_000517,0.75200172710869,0.000430676357429644,up
chr1,10516023,10523159,+,_chr1_000520,-2.35573413296669,1.19892757962664e-13,down
chr1,10538494,10549695,+,_chr1_000521,0.830528586725738,0.00054876974752766,up
chr1,10699741,10713459,+,_chr1_000524,0.642811824484496,3.64400854167703e-06,up
chr1,10868116,10873619,+,_chr1_000527,0.878214485464004,0.00395282985886385,up
chr1,11343441,11348227,+,_chr1_000543,0.538679223842446,1.10674094817804e-05,up
chr1,11401549,11408620,+,_chr1_000551,-0.598424780271654,0.0207129613642126,down
chr1,11686709,11704177,+,_chr1_000554,0.781091917693617,1.73341816415347e-05,up
chr1,11796022,11801846,+,_chr1_000556,-0.836093695870559,0.0361983354112162,down
chr1,11909451,11911649,+,_chr1_000558,2.89771894931287,2.98367445896121e-08,up
chr1,11920197,11924784,+,_chr1_000560,-1.27450484898961,1.37561325605708e-06,down
chr1,11938467,11945741,+,_chr1_000561,-1.12468965500756,0.00340269136474626,down
chr1,12411865,12423187,+,_chr1_000573,1.5811221712016,2.02810558378153e-06,up
chr1,12930224,12933176,+,_chr1_000582,0.675188415148011,0.0330459300572158,up
chr1,12944825,12947538,+,_chr1_000583,0.845035577489041,0.0153015872623243,up
chr1,12957020,12959580,+,_chr1_000585,0.777698655711022,0.0112359091983753,up
chr1,13906922,13916350,+,_chr1_000597,-1.81393456873637,0.0151746412632452,down
chr1,14201431,14204930,+,_chr1_000605,1.63262847619426,0.00277462182008864,up
chr1,14421163,14426249,+,_chr1_000613,0.814880405356495,0.00986691644641252,up
chr1,14512774,14520490,+,_chr1_000616,0.603675435845225,0.000699234511639594,up
chr1,14625725,14627778,+,_chr1_000620,-2.36322099080114,1.27458878730359e-08,down
chr1,14818854,14821198,+,_chr1_000626,-0.615836367055294,0.000224246798142954,down
chr1,15478718,15481861,+,_chr1_000637,-2.57794390628695,8.80155417966514e-09,down
chr1,16118941,16123600,+,_chr1_000645,-0.659672179173064,6.43924497542416e-05,down
chr1,16661378,16661858,+,_chr1_000656,-2.50157181729233,5.54345700537974e-05,down
chr1,17063078,17066369,+,_chr1_000671,-1.48813620366307,6.5584225784833e-13,down
chr1,17604421,17605280,+,_chr1_000676,-1.67377814015393,0.00835158591144684,down
chr1,17785930,17799288,+,_chr1_000677,2.00699467632599,0.000330938626090739,up
chr1,17931294,17936899,+,_chr1_000678,1.12263322223568,4.75189432040794e-05,up
chr1,17944057,17949783,+,_chr1_000679,-6.2131331076134,1.08884580633493e-16,down
chr1,18199084,18203920,+,_chr1_000684,-0.67397205213831,1.98020236805151e-05,down
chr1,18689911,18692435,+,_chr1_000688,-0.695272617885207,0.00111137186087896,down
chr1,19535332,19542344,+,_chr1_000694,-1.00604772944132,2.12212813101399e-05,down
chr1,19588775,19592038,+,_chr1_000697,-6.83827046840273,3.21708214945395e-06,down
chr1,19658184,19659269,+,_chr1_000699,-0.701782133670318,8.39412949940167e-06,down
chr1,19668253,19672189,+,_chr1_000701,-0.684668044879314,0.0141412962023939,down
chr1,19701232,19708504,+,_chr1_000703,-0.512590279111757,0.00013925178887807,down
chr1,19819039,19821631,+,_chr1_000712,-3.22885714793709,0.00096289528769209,down
chr1,19981528,19993949,+,_chr1_000715,0.701067735944125,0.00247877569202606,up
chr1,20204668,20210719,+,_chr1_000724,0.993811274750326,4.00424298628829e-27,up
chr1,20355977,20358781,+,_chr1_000728,5.73270087570822,3.9917511221775e-16,up
chr1,20917702,20918764,+,_chr1_000740,-1.72153940285401,0.00229022045392553,down
chr1,21473082,21475673,+,_chr1_000760,-0.682107205711877,0.00751348224418528,down
chr1,21680269,21681057,+,_chr1_000767,-2.00627870005348,0.000534073294228775,down
chr1,21688181,21691609,+,_chr1_000768,-6.87344552679415,0.00978626083961469,down
chr1,22341470,22344442,+,_chr1_000771,2.18094629965646,6.65331453905277e-05,up
chr1,23245608,23251386,+,_chr1_000784,0.997895628603708,2.68567770411409e-05,up
chr1,23794688,23798622,+,_chr1_000788,1.53572687571884,0.00204582997418021,up
chr1,24438235,24441419,+,_chr1_000791,0.857829585566498,2.40351852577345e-05,up
chr1,24926917,24932016,+,_chr1_000805,0.980880277624355,1.97473961768133e-09,up
chr1,25250751,25253824,+,_chr1_000810,-0.873970243087633,3.42534714199015e-08,down
chr1,25439501,25441780,+,_chr1_000817,3.73396831527133,0.00179482054888854,up
chr1,25765745,25766743,+,_chr1_000826,-2.41548631708704,0.00361337902157457,down
chr1,27577409,27582462,+,_chr1_000855,-0.755948217612781,0.00915306326525708,down
chr1,27600241,27602065,+,_chr1_000856,-0.996053941411047,3.82375265212902e-09,down
chr1,27666539,27672338,+,_chr1_000857,0.887993609600691,1.18969674825336e-06,up
chr1,28109299,28112444,+,_chr1_000859,-0.510516284769895,0.00311049876138281,down
chr1,28570055,28572158,+,_chr1_000861,4.07050631131803,0.0226499742300588,up
chr1,29062870,29071957,+,_chr1_000865,0.609138052735016,0.0380636060415994,up
chr1,29180573,29189175,+,_chr1_000869,-1.54123632501609,0.019101315985853,down
chr1,29274061,29276807,+,_chr1_000873,-1.50964007447631,1.54520368391057e-07,down
chr1,30413072,30414461,+,_chr1_000887,-5.21698915562363,2.76357724239607e-07,down
chr1,30523603,30536026,+,_chr1_000888,0.572656569355311,1.54228283617488e-06,up
chr1,31998627,32003314,+,_chr1_000900,-0.893503448869464,2.44683726244909e-09,down
chr1,32834860,32840101,+,_chr1_000910,-0.977637790640704,0.0341969817196273,down
chr1,33319143,33325647,+,_chr1_000919,-0.874695370856383,7.70166624343364e-09,down
chr1,33613916,33625161,+,_chr1_000921,0.527251272324628,0.0251973355715195,up
chr1,34640701,34642555,+,_chr1_000929,-2.33944190178618,6.9012904286e-06,down
chr1,34660695,34662796,+,_chr1_000930,-1.05695633604027,2.13315768602288e-07,down
chr1,34810955,34820851,+,_chr1_000935,1.17028833797834,8.94345825373845e-11,up
chr1,34848996,34850396,+,_chr1_000937,-3.78915830967411,0.00257125305383087,down
chr1,35303034,35311693,+,_chr1_000941,0.894398584703677,1.24712567962826e-06,up
chr1,36356133,36360292,+,_chr1_000953,-0.621147056114659,1.98505341172742e-06,down
chr1,36443236,36444167,+,_chr1_000955,-0.989057876466012,0.00791342139195905,down
chr1,37541762,37547347,+,_chr1_000966,-0.96264021772536,0.0147327482915919,down
chr1,37690303,37711067,+,_chr1_000970,0.758140423981311,0.000180714026264374,up
chr1,38455567,38459415,+,_chr1_000977,0.982224586015845,0.0316897926064501,up
chr1,39077167,39082379,+,_chr1_000985,0.818503597034409,3.08973245833518e-14,up
chr1,39114769,39117420,+,_chr1_000986,-0.839482949030202,0.000111804054766225,down
chr1,39827668,39829669,+,_chr1_001026,0.709867301318843,0.000175563801292076,up
chr1,41760439,41762544,+,_chr1_001054,0.771259962805166,0.0189411047168612,up
chr1,42221398,42222328,+,_chr1_001065,-0.592243434381197,3.49987316852126e-05,down
chr1,43677881,43684440,+,_chr1_001069,-0.562453480379556,0.0178131863627017,down
chr1,45125485,45129125,+,_chr1_001072,-0.782307990725479,1.02186417121108e-06,down
chr1,46750658,46755177,+,_chr1_001082,-0.827119098936886,1.12122172268238e-07,down
chr1,49950896,49953048,+,_chr1_001097,0.772275860163554,2.24508035604706e-09,up
chr1,50581202,50586366,+,_chr1_001105,-1.69905576827487,3.35587835723421e-08,down
chr1,50681744,50682380,+,_chr1_001106,-0.914546915106385,5.6882279058925e-06,down
chr1,50707867,50710628,+,_chr1_001107,-1.47470432816959,4.319287390142e-05,down
chr1,51960407,51963613,+,_chr1_001119,-0.634775664127676,0.0078427149484227,down
chr1,53198789,53204903,+,_chr1_001127,-0.714027401266847,0.0192081762493687,down
chr1,53411801,53417155,+,_chr1_001130,0.827332760423555,0.000724414508947141,up
chr1,53724153,53727267,+,_chr1_001133,-1.79441980008295,6.22138233210577e-07,down
chr1,54026592,54039533,+,_chr1_001135,0.905770698624024,7.48640668944626e-05,up
chr1,59404906,59409139,+,_chr1_001176,3.86413758789064,0.00365424728888099,up
chr1,66214967,66218645,+,_chr1_001203,-1.02417330235002,0.0141730387384011,down
chr1,68082810,68087084,+,_chr1_001212,-1.76075501379193,0.005602682083473,down
chr1,71670239,71691529,+,_chr1_001221,0.742495382235086,1.15315813862896e-05,up
chr1,72709149,72713351,+,_chr1_001223,-0.729198154125887,0.000205984654843731,down
chr1,75117831,75121602,+,_chr1_001240,-0.894461669460541,8.02455520155991e-05,down
chr1,75666990,75668196,+,_chr1_001253,-9.51394120311571,4.57077807166384e-12,down
chr1,78649501,78650815,+,_chr1_001275,-0.897811355742925,0.0230898039738629,down
chr1,78827412,78830052,+,_chr1_001280,1.31448102690386,8.10676224696272e-05,up
chr1,78830508,78832405,+,_chr1_001281,1.21414393591249,0.0139176810981497,up
chr1,79178692,79181502,+,_chr1_001284,-3.63585217907586,0.00197232145040936,down
chr1,79481770,79484832,+,_chr1_001287,-0.778589327839871,6.68702490579512e-06,down
chr1,80222595,80229479,+,_chr1_001292,-0.563616823717878,0.00215160084782521,down
chr1,80852836,80856575,+,_chr1_001295,-0.588651222871922,0.00176853268815282,down
chr1,81930031,81931639,+,_chr1_001300,-2.17440305105763,0.0459311847349717,down
chr1,82885057,82889348,+,_chr1_001340,-0.776153838933552,4.9153314260868e-06,down
chr1,83015066,83019047,+,_chr1_001342,-0.871053145885514,0.00151219634602625,down
chr1,83970542,83973801,+,_chr1_001355,-7.83063042763162,0.00033211350678919,down
chr1,84023381,84027695,+,_chr1_001357,-3.07949929708486,8.73865600603599e-06,down
chr1,85285457,85296911,+,_chr1_001379,-0.74863890971997,0.00807686510193804,down
chr1,85709031,85723214,+,_chr1_001385,0.751964499454354,0.00143191847658538,up
chr1,86923185,86924875,+,_chr1_001390,-0.62809331847134,0.00683293291496318,down
chr1,87757481,87761414,+,_chr1_001393,3.06925387934405,1.91899768287989e-06,up
chr1,89233279,89235751,+,_chr1_001402,-1.09083001904388,2.45393595688706e-09,down
chr1,89702689,89706534,+,_chr1_001403,-3.69383743880894,2.63864790192895e-10,down
chr1,91663239,91667476,+,_chr1_001410,-0.53444782532597,0.000195482430508342,down
chr1,93219563,93221705,+,_chr1_001427,-1.8639682861676,0.00618411187906188,down
chr1,93299117,93301681,+,_chr1_001428,-0.906245729729581,0.00362616202776007,down
chr1,93427665,93432974,+,_chr1_001430,-0.802335064956917,9.36582120296915e-06,down
chr1,96464704,96470381,+,_chr1_001445,-1.94689433304091,0.0365195423868288,down
chr1,99481731,99487715,+,_chr1_001472,-0.873069003207216,2.16853686479166e-06,down
chr1,99923263,99924550,+,_chr1_001475,-0.735793649421619,0.0171219112577783,down
chr1,100003901,100013666,+,_chr1_001476,0.586188434616449,0.00115591164215332,up
chr1,104755341,104762300,+,_chr1_001512,-1.96511091539917,4.48714272522293e-14,down
chr1,104774342,104775889,+,_chr1_001513,-0.68975871328138,0.0143180127953472,down
chr1,106807875,106811128,+,_chr1_001525,0.608529327426833,0.0166079834298128,up
chr1,106811132,106817122,+,_chr1_001526,-0.629883171383418,0.00213634077298386,down
chr1,112193013,112196664,+,_chr1_001549,-1.0441543391544,0.0475641231415191,down
chr1,112197593,112199891,+,_chr1_001550,2.19033658701571,1.90841329843713e-06,up
chr1,116413627,116418234,+,_chr1_001561,0.616738642584884,0.0182571208186356,up
chr1,116430363,116436199,+,_chr1_001563,-1.74814556621813,3.08390896107527e-05,down
chr1,117241628,117244397,+,_chr1_001569,-0.533719427018167,0.00170456102421056,down
chr1,117264739,117268575,+,_chr1_001571,-0.516052043244156,0.0499168353252691,down
chr1,118403303,118412085,+,_chr1_001574,0.771796757257464,1.91301500069045e-05,up
chr1,122881134,122882632,+,_chr1_001581,1.17613814956537,5.89545874429228e-06,up
chr1,125687712,125692791,+,_chr1_001593,-0.552659173414704,0.0282773855325475,down
chr1,128751349,128754341,+,_chr1_001602,1.0575341660721,0.000465412164867649,up
chr1,128993457,128997237,+,_chr1_001605,-0.52815639873084,0.00127056680150048,down
chr1,128998280,129000161,+,_chr1_001606,-1.21145791413097,0.000915811888612488,down
chr1,130004867,130009991,+,_chr1_001607,-2.49809843497485,3.52781774994385e-16,down
chr1,133307348,133336750,+,_chr1_001613,0.797917501855947,0.00177338597227428,up
chr1,133553532,133555456,+,_chr1_001614,-0.838410332472744,1.59911589413994e-06,down
chr1,143645666,143671424,+,_chr1_001649,0.819967449293201,0.00225976376048693,up
chr1,144174702,144182448,+,_chr1_001651,-0.877663734279242,0.00692216646314081,down
chr1,145472955,145480886,+,_chr1_001659,-0.608935276606231,9.11089884283183e-05,down
chr1,146244478,146251508,+,_chr1_001667,0.730611945359994,9.01338948751468e-11,up
chr1,147502822,147514802,+,_chr1_001669,0.624397380416379,0.00487020686447741,up
chr1,149795760,149820803,+,_chr1_001676,0.596238862259057,8.31468159361515e-06,up
chr1,152372237,152376285,+,_chr1_001689,-0.576712502778462,0.000650555035343228,down
chr1,152441942,152445759,+,_chr1_001690,-0.854899621872351,1.57874897857978e-09,down
chr1,153486139,153495879,+,_chr1_001698,0.557937500197125,1.06793928253339e-05,up
chr1,153504500,153506164,+,_chr1_001699,-0.822273286424709,2.26477440046217e-06,down
chr1,154007535,154010595,+,_chr1_001708,-0.669870409632066,0.0291453163344035,down
chr1,155874395,155883770,+,_chr1_001715,0.659209283013762,0.000811288301361525,up
chr1,157880073,157898972,+,_chr1_001719,0.574556548373362,0.000565997689612212,up
chr1,162573978,162585844,+,_chr1_001744,0.69147263591373,6.66189648741741e-08,up
chr1,163294279,163295432,+,_chr1_001752,-1.12269884356693,1.06762425640603e-10,down
chr1,164784900,164787628,+,_chr1_001761,-1.12028010347489,0.0137325312440134,down
chr1,166431397,166433223,+,_chr1_001772,-1.62056930947956,0.00015496660992904,down
chr1,169766203,169768317,+,_chr1_001798,5.23463650176596,0.00389434399237503,up
chr1,169973318,169978094,+,_chr1_001809,6.50804630003091,0.00348956239104824,up
chr1,170095458,170099238,+,_chr1_001817,3.91539643213161,0.0366191264668085,up
chr1,171331503,171337829,+,_chr1_001837,5.51056160609773,1.5851778062379e-12,up
chr1,171353040,171369174,+,_chr1_001838,4.68260814625641,1.75545468144373e-38,up
chr1,171376187,171381222,+,_chr1_001839,9.14227026297847,4.70921749894533e-12,up
chr1,171579778,171584796,+,_chr1_001841,6.99679016446022,9.29666758324647e-57,up
chr1,171651776,171658225,+,_chr1_001842,3.82427481172284,0.00753077870049512,up
chr1,172056611,172059325,+,_chr1_001845,8.07093657383768,3.90106173148022e-180,up
chr1,172061143,172068144,+,_chr1_001846,11.1361284579827,9.78530112768825e-19,up
chr1,172088741,172091417,+,_chr1_001847,9.52527679649894,1.35756737334754e-145,up
chr1,172114016,172118071,+,_chr1_001848,8.40514554509728,1.1101398097423e-09,up
chr1,172223438,172226415,+,_chr1_001849,8.12662052060458,1.16282155963025e-09,up
chr1,172565022,172569902,+,_chr1_001854,-0.764476120328499,4.05885006340709e-08,down
chr1,173157405,173163806,+,_chr1_001867,2.19695413976047,0.010933614471742,up
chr1,173595105,173609584,+,_chr1_001870,0.598308676585865,0.00081396385555007,up
chr1,174630747,174642941,+,_chr1_001875,-0.573641809284045,0.000214145201459927,down
chr1,175098571,175100873,+,_chr1_001879,-0.921658522528289,2.07459710558647e-05,down
chr1,175492641,175500098,+,_chr1_001885,-0.571877012983107,0.000264060811295777,down
chr1,177516752,177521206,+,_chr1_001905,-3.65923108995783,0.00547799261803851,down
chr1,177558608,177562136,+,_chr1_001907,-0.614034258371088,0.000375248543588663,down
chr1,178383981,178387178,+,_chr1_001917,-7.39664141600969,0.00311053407170315,down
chr1,179079007,179081605,+,_chr1_001921,-1.07357640248991,0.0290970987725822,down
chr1,179162417,179164388,+,_chr1_001923,-14.0850459650263,0.00358535908093381,down
chr1,179180877,179183702,+,_chr1_001925,1.27005829456821,7.56833778229739e-05,up
chr1,179645450,179651821,+,_chr1_001926,0.83455072622015,0.00413882560123456,up
chr1,179654061,179657536,+,_chr1_001927,-0.57262304847421,0.00566501176312089,down
chr1,180394681,180397851,+,_chr1_001940,-1.47503123096036,3.04497639997973e-08,down
chr1,180561557,180567930,+,_chr1_001941,0.841037428356922,7.94548630116992e-06,up
chr1,180698384,180703208,+,_chr1_001942,0.754887095456904,0.00716569692996653,up
chr1,180721019,180723566,+,_chr1_001943,-0.50872929128451,0.0167447069851067,down
chr1,183174572,183182580,+,_chr1_001972,1.40387558854656,0.00162919725726642,up
chr1,183720369,183724254,+,_chr1_001980,-0.761182855904066,0.00106997419192414,down
chr1,183887734,183888776,+,_chr1_001990,-2.4698993199211,0.00510295972072807,down
chr1,184240250,184242149,+,_chr1_001993,-1.97455621720296,0.000578539093813152,down
chr1,184604447,184606561,+,_chr1_002006,0.643617041891934,0.0389310706677975,up
chr1,185200767,185204198,+,_chr1_002011,0.682849574326991,0.0431162406042864,up
chr1,186368285,186373146,+,_chr1_002035,-0.562395685531551,0.0393920731686087,down
chr1,186581605,186584067,+,_chr1_002041,1.4630425374165,0.0489750387670547,up
chr1,186790439,186800596,+,_chr1_002050,0.766966958250506,3.96603017928285e-05,up
chr1,187434367,187435768,+,_chr1_002058,-0.666158195934593,0.00378322451562232,down
chr1,187496814,187502370,+,_chr1_002059,-0.569647679930511,0.0231010875317311,down
chr1,187557724,187561217,+,_chr1_002060,-1.52945246073319,1.76443507836284e-08,down
chr1,187695925,187715751,+,_chr1_002061,0.662690914687619,0.0233756118141162,up
chr1,187984117,187986981,+,_chr1_002072,4.777695127873,0.0246158743589917,up
chr1,188230150,188232567,+,_chr1_002076,-4.95843403113746,0.00899822636591446,down
chr1,188637952,188638731,+,_chr1_002086,-1.0747385197822,0.00649795558686073,down
chr1,188829830,188831149,+,_chr1_002088,-1.50297128565491,0.00107779892274708,down
chr1,188832222,188836571,+,_chr1_002089,-0.531020225476606,0.000109913214883382,down
chr1,189047655,189056516,+,_chr1_002094,1.61027736968341,0.0101147443148899,up
chr1,189056518,189058473,+,_chr1_002095,-1.82823163797206,0.000708322033028831,down
chr1,189267845,189281732,+,_chr1_002102,3.15016272776992,2.12094624828135e-08,up
chr1,189281734,189287896,+,_chr1_002103,0.605897745895087,0.0195319146731069,up
chr1,189363952,189375444,+,_chr1_002104,0.936561375074026,0.0015828722126975,up
chr1,189866793,189884255,+,_chr1_002107,2.50883001588132,3.96740921980708e-09,up
chr1,190108467,190125948,+,_chr1_002110,1.33135285611542,0.000354257680851441,up
chr1,190358334,190360263,+,_chr1_002111,-1.45825478848226,0.00181560378196082,down
chr1,190867113,190875010,+,_chr1_002121,1.00701184549966,2.17907709457427e-05,up
chr1,191228239,191232652,+,_chr1_002128,-0.686931923167678,4.27529082907455e-05,down
chr1,192488173,192491073,+,_chr1_002155,-0.595220629961513,0.00834558033815004,down
chr1,192508408,192513159,+,_chr1_002157,-0.990444164558613,3.75691604514589e-09,down
chr1,193153952,193156458,+,_chr1_002168,0.838161777347787,0.00328181063697611,up
chr1,193266507,193268751,+,_chr1_002170,2.12543929888127,0.0101638409037618,up
chr1,193268761,193269115,+,_chr1_002171,2.27114891972778,0.0396216515163868,up
chr1,193565309,193566401,+,_chr1_002183,4.37244633178822,0.0319024588401111,up
chr1,193724386,193725456,+,_chr1_002188,1.03328005592833,0.0166678094256108,up
