chromosome,beg,end,strand,gene_name,log2FC,pval_adj,DE
chr1,193353196,193355158,-,_chr1_002546,-1.36192924687443,0.0146235939304486,down
chr1,192580954,192582478,-,_chr1_002555,3.33931474586204,3.4231634829744e-10,up
chr1,192562425,192563796,-,_chr1_002557,1.56884673999025,0.00413278326208504,up
chr1,192356185,192359360,-,_chr1_002563,4.42864777681689,7.26008588625466e-11,up
chr1,192353299,192354558,-,_chr1_002564,5.66616049130902,0.00030339053858907,up
chr1,192329084,192340504,-,_chr1_002566,-1.56345988920654,7.32849706217788e-06,down
chr1,192224762,192229278,-,_chr1_002567,3.86859762975526,0.000221863430245778,up
chr1,191737828,191741782,-,_chr1_002576,-0.518607020703595,1.42315583307913e-05,down
chr1,188753476,188756346,-,_chr1_002611,-5.27150081899524,0.000230918240659028,down
chr1,187440520,187444357,-,_chr1_002634,-0.692879377500543,0.00108163071166368,down
chr1,186613780,186620012,-,_chr1_002642,2.18631057057151,0.00785351114012007,up
chr1,186373090,186373785,-,_chr1_002644,5.60187289837419,0.00206892749913315,up
chr1,186182459,186183555,-,_chr1_002646,1.71819886683433,0.0214821712918764,up
chr1,185131365,185132670,-,_chr1_002659,4.53219315431679,0.00465021667934431,up
chr1,179420323,179429403,-,_chr1_002744,-0.620504642745007,0.00886925593866087,down
chr1,178072718,178075976,-,_chr1_002755,-1.07010589137666,0.0321359276367104,down
chr1,174088140,174109555,-,_chr1_002772,0.799330663777813,0.0475948802428948,up
chr1,172857512,172860644,-,_chr1_002788,-0.632793632042784,0.00420853856502595,down
chr1,172629524,172632230,-,_chr1_002805,-2.92129067706354,0.0141188820725182,down
chr1,172570620,172577760,-,_chr1_002807,-0.729996825136866,1.88250913199028e-05,down
chr1,172321655,172326038,-,_chr1_002810,4.93900411253649,1.64545641621487e-08,up
chr1,172226407,172229873,-,_chr1_002816,4.7160529405009,0.0154213969068852,up
chr1,172176132,172182226,-,_chr1_002817,2.11904375587404,0.000392029879118781,up
chr1,172168665,172169615,-,_chr1_002818,5.22828802777647,1.59328348369206e-07,up
chr1,172092775,172109911,-,_chr1_002819,8.83847448883451,1.83823224025891e-20,up
chr1,171732316,171752292,-,_chr1_002825,11.0262960262365,1.06788309039904e-17,up
chr1,171728067,171731084,-,_chr1_002826,6.9918580687165,2.38154988280411e-92,up
chr1,171506967,171514309,-,_chr1_002827,6.87885830294116,2.12352870074399e-109,up
chr1,171433389,171438583,-,_chr1_002832,7.32200078822557,7.17385267091247e-44,up
chr1,171427914,171432618,-,_chr1_002833,6.39777744094197,4.33837002790014e-11,up
chr1,171423965,171426697,-,_chr1_002834,5.54650106376775,0.00596889156586469,up
chr1,171393270,171396120,-,_chr1_002836,3.50513744907083,2.10627744377872e-05,up
chr1,171369338,171370312,-,_chr1_002837,4.8225651964988,0.0270559007129094,up
chr1,171338107,171347457,-,_chr1_002838,8.48713042655011,2.14534117755441e-14,up
chr1,171278807,171283235,-,_chr1_002839,8.35117058355251,2.92746663044333e-10,up
chr1,170718968,170724341,-,_chr1_002844,4.98409400680663,0.0272070283651817,up
chr1,170685689,170687031,-,_chr1_002845,6.31743179404733,0.0267754069686814,up
chr1,170150445,170151081,-,_chr1_002878,7.03087942651836,0.0144540750061099,up
chr1,170139049,170144114,-,_chr1_002879,6.01004121960795,0.0288859475268385,up
chr1,122890305,122895426,-,_chr1_003108,-0.587788886378098,3.60262163600712e-09,down
chr1,90809063,90811649,-,_chr1_003267,-5.21033270123969,0.000491883447109973,down
chr1,88154385,88158117,-,_chr1_003274,1.04058958349502,0.0210410887590712,up
chr1,84909652,84913163,-,_chr1_003304,5.9268939890013,0.0371520300818541,up
chr1,76411336,76414945,-,_chr1_003371,-2.79833786463678,0.0258790994125173,down
chr1,76256329,76263348,-,_chr1_003376,-0.784457241296299,0.0440288179648561,down
chr1,64808941,64810438,-,_chr1_003436,-0.916593999021271,0.0242039298665947,down
chr1,44606950,44610395,-,_chr1_003551,-0.56273373030324,0.0134175311022546,down
chr1,32933205,32937821,-,_chr1_003659,-0.55766663074253,0.00257702795590729,down
chr1,31707609,31708866,-,_chr1_003681,-6.99582748353151,3.1527896744867e-16,down
chr1,31154478,31156327,-,_chr1_003687,2.03901604462315,0.00121100904384825,up
chr1,24717027,24718965,-,_chr1_003804,1.98640680146505,1.96263139680689e-05,up
chr1,23021381,23024227,-,_chr1_003831,-3.80377734398872,0.01753799079672,down
chr1,22907620,22924278,-,_chr1_003840,-2.03758567616129,0.0458633661788574,down
chr1,22804160,22806082,-,_chr1_003849,3.81951610831853,0.0164651394816886,up
chr1,22734491,22737125,-,_chr1_003853,-0.694646249592299,0.0213543259687458,down
chr1,21794578,21795856,-,_chr1_003877,-2.88091964772854,0.0119481787906498,down
chr1,17342080,17347318,-,_chr1_003950,1.61566691291178,0.0111750809957703,up
chr1,16374379,16376390,-,_chr1_003972,-4.96894957721049,0.00728794944352571,down
chr1,16252576,16259984,-,_chr1_003976,-0.588854328160902,5.94703394292342e-05,down
chr1,15383554,15385874,-,_chr1_003988,1.41919244215794,0.00813251421971556,up
chr1,14592362,14599085,-,_chr1_004005,-0.884601447689116,0.0027936879998726,down
chr1,14552495,14557425,-,_chr1_004006,-0.937558095883715,0.000124996569351123,down
chr1,14242280,14246440,-,_chr1_004016,-2.38314255639027,1.77274394134561e-13,down
chr1,11097775,11100719,-,_chr1_004076,6.11388754460267,0.00361334914540974,up
chr1,10287670,10297450,-,_chr1_004091,0.604372120870333,0.000354211837726521,up
chr1,10133113,10137721,-,_chr1_004099,-3.70628713300208,6.37411357349488e-22,down
chr1,8692537,8695044,-,_chr1_004155,4.92888236891377,8.49853997244471e-07,up
chr1,8683238,8688935,-,_chr1_004156,0.595104215737364,0.0290417620831008,up
chr1,8275776,8284304,-,_chr1_004166,-0.658166147538805,1.01685955422597e-05,down
chr1,7877260,7880328,-,_chr1_004188,-3.07032095332277,8.81190341604747e-08,down
chr1,7652766,7654649,-,_chr1_004194,0.85121009370014,0.0304394838661755,up
chr1,7594766,7595715,-,_chr1_004197,1.37018080222658,3.91800646484869e-06,up
chr1,7561073,7564483,-,_chr1_004200,0.524456039728644,0.00841193555447372,up
chr1,7454030,7458037,-,_chr1_004205,-0.692612905044568,1.93792339697561e-07,down
chr1,7420280,7422016,-,_chr1_004206,2.69084733941154,0.000701573333865896,up
chr1,7406647,7409106,-,_chr1_004208,2.99001637438231,0.0171159601235445,up
chr1,7312055,7317920,-,_chr1_004213,2.07326323983946,0.0463569804067629,up
chr1,6936980,6937844,-,_chr1_004230,-2.46347502338833,0.00202000219406913,down
chr1,6623418,6630386,-,_chr1_004240,-0.982384670664582,0.00423953320230409,down
chr1,6171952,6176687,-,_chr1_004263,-1.422118551328,6.45734430083048e-07,down
chr1,6165936,6168584,-,_chr1_004264,0.548924887569052,0.000594884861202039,up
chr1,5942298,5950009,-,_chr1_004272,-2.90924919360734,0.002722279168046,down
chr1,5457141,5458724,-,_chr1_004323,-0.728786672296621,3.03710978400675e-08,down
chr1,5044873,5047961,-,_chr1_004334,0.694225487332428,0.0290605078024913,up
chr1,5032569,5035722,-,_chr1_004335,-0.631156469117625,0.000240753864141704,down
chr1,4380533,4387154,-,_chr1_004369,-1.57259801541689,3.40196746441654e-06,down
chr1,4198282,4200111,-,_chr1_004376,-2.05390960663365,0.0051418454410982,down
chr1,3999067,4000815,-,_chr1_004383,-3.90579678624297,0.0125887241244303,down
chr1,3410311,3414237,-,_chr1_004407,-5.86100434453003,1.428269086859e-12,down
chr1,3356170,3360415,-,_chr1_004408,1.04448525797566,1.318703720073e-18,up
chr1,3321942,3323871,-,_chr1_004412,0.775744559955086,0.00606558741302559,up
chr1,3157636,3160031,-,_chr1_004422,-0.741362229024428,0.00165588102672455,down
chr1,2691197,2693654,-,_chr1_004446,0.638497005148212,0.0117753731245679,up
chr1,2158777,2162451,-,_chr1_004470,2.08095337355872,6.99784980302307e-09,up
chr1,2149704,2153561,-,_chr1_004471,-0.578396286002392,0.0313426522525873,down
chr1,1993277,1998942,-,_chr1_004478,-0.805105477050729,0.0025907590912027,down
chr1,1675662,1679109,-,_chr1_004503,5.53880532744439,0.0254726998417495,up
chr1,1119460,1122363,-,_chr1_004526,-0.832039557079834,0.00451108201252707,down
chr1,722758,724244,-,_chr1_004549,-1.88967914014255,0.0210769998193346,down
chr1,296848,304061,-,_chr1_004579,-0.595544712579197,1.73880251848141e-05,down
chr1,241393,245399,-,_chr1_004591,-2.07802179092491,1.78991789396492e-05,down
chr10,90228,93635,+,_chr10_000003,-0.508592683365192,2.39954347022163e-06,down
chr10,685344,687988,+,_chr10_000015,-2.19566455885223,0.00103687146796271,down
chr10,790212,797720,+,_chr10_000022,2.53926112090229,1.07432846275875e-06,up
chr10,808177,818609,+,_chr10_000023,9.61129863008407,6.60967004578511e-14,up
chr10,1096381,1114965,+,_chr10_000036,1.17553530921864,2.63493297197434e-05,up
chr10,1350598,1354059,+,_chr10_000039,1.15489110617725,0.000119321934188486,up
chr10,1377645,1379720,+,_chr10_000042,-0.888755748278806,0.000837817778042211,down
chr10,3817139,3820520,+,_chr10_000103,-1.13889648824745,0.0170046565209639,down
chr10,4146385,4148909,+,_chr10_000113,1.85193214440762,0.000906228125520235,up
chr10,4182034,4183898,+,_chr10_000117,-2.46391538113145,0.000199693403813088,down
chr10,4595160,4597211,+,_chr10_000135,-4.08635765717182,2.27593825857633e-22,down
chr10,5219343,5228704,+,_chr10_000152,2.00920205449908,2.01769088499879e-06,up
chr10,7705150,7707904,+,_chr10_000212,0.651032549096335,0.0102934394129256,up
chr10,8320901,8323504,+,_chr10_000216,-1.79224329067602,0.000216285092185119,down
chr10,8329300,8331257,+,_chr10_000217,-0.923147778463403,0.0300943298168171,down
chr10,8941086,8946065,+,_chr10_000228,-0.909091388229215,0.00504136813784592,down
chr10,9344789,9347682,+,_chr10_000244,-0.579256802361162,0.0485678354037597,down
chr10,10162997,10165215,+,_chr10_000303,1.26275339582545,4.45817383685228e-08,up
chr10,10910722,10914495,+,_chr10_000313,-0.782639093198867,0.00214378526043439,down
chr10,11011296,11011751,+,_chr10_000317,-0.798001024533032,0.000352766854764458,down
chr10,13095938,13098383,+,_chr10_000396,3.0403147407497,0.00255331057024658,up
chr10,13203225,13206757,+,_chr10_000400,0.929106116208526,0.00665150748813143,up
chr10,13234293,13238080,+,_chr10_000403,4.21470722214891,0.000864162649318571,up
chr10,13238082,13240040,+,_chr10_000404,8.62964593613602,2.49547243550579e-07,up
chr10,13241906,13244458,+,_chr10_000405,1.00612316976077,0.00373156999486346,up
chr10,13320157,13326682,+,_chr10_000412,1.41186533356882,0.000182917485425203,up
chr10,13358987,13363668,+,_chr10_000414,0.72262632673819,0.0491460400352262,up
chr10,14187704,14188279,+,_chr10_000426,-2.15911861914507,0.00166507120825629,down
chr10,14273210,14275055,+,_chr10_000430,8.89120214236293,7.47589278754809e-08,up
chr10,14275057,14277516,+,_chr10_000431,8.42057076208313,2.75057158811219e-07,up
chr10,14311313,14318661,+,_chr10_000433,2.11267193946138,1.67291928985487e-06,up
chr10,14631273,14639677,+,_chr10_000451,0.530843020033069,0.0162949390092669,up
chr10,15100695,15104411,+,_chr10_000455,8.81141861059107,2.41419354621922e-06,up
chr10,22404725,22414816,+,_chr10_000589,0.618014660879411,0.000118962330819285,up
chr10,22428771,22431839,+,_chr10_000591,-1.81686332018527,0.00311571302803899,down
chr10,27829980,27842851,+,_chr10_000652,-2.175941321222,5.81177445277226e-05,down
chr10,31188893,31191900,+,_chr10_000678,1.12461048404804,0.0168623491106127,up
chr10,31729186,31732204,+,_chr10_000686,-1.30449608031431,0.000696052920248799,down
chr10,38627372,38630632,+,_chr10_000758,-4.59685214411225,4.96249270518331e-14,down
chr10,110546151,110547518,+,_chr10_001120,5.92695515888736,0.00659601950932132,up
chr10,118089810,118101754,+,_chr10_001160,0.543326126607089,0.0149473307535067,up
chr10,124308189,124309755,+,_chr10_001220,-1.74113263618183,0.0396716905367804,down
chr10,131184971,131187462,+,_chr10_001299,-5.07414940202424,4.88469361635674e-05,down
chr10,132753236,132756426,+,_chr10_001312,8.80858283907003,0.0130576920512516,up
chr10,133446554,133452541,+,_chr10_001323,-3.01553423235444,1.18355770611332e-24,down
chr10,133671402,133674326,+,_chr10_001327,-0.716036827187856,0.000173282113996548,down
chr10,134306021,134308105,+,_chr10_001335,1.41332971494512,0.0191177554703201,up
chr10,140269928,140271651,+,_chr10_001429,7.12915426009602,0.000142498224788495,up
chr10,143279066,143281509,+,_chr10_001473,0.711614067314207,0.00310681686886303,up
chr10,144885940,144887895,+,_chr10_001521,2.38154385032634,0.000825435498449485,up
chr10,144889685,144894195,+,_chr10_001522,0.786497305931447,0.000241802672939099,up
chr10,145438199,145443627,+,_chr10_001535,1.01626392545148,0.0247997971530131,up
chr10,145963469,145967317,+,_chr10_001558,0.624015940246608,0.0383010824096264,up
chr10,145968158,145973626,+,_chr10_001559,0.963072539190813,0.000703109132054238,up
chr10,146322432,146327024,+,_chr10_001593,-1.91775192394532,0.00367356050937794,down
chr10,146918485,146922685,+,_chr10_001603,-1.78060115978025,0.0496268698799555,down
chr10,149070516,149073051,+,_chr10_001677,-0.84055072840785,3.18772568657623e-05,down
chr10,149227543,149229455,+,_chr10_001680,-0.912521393878476,4.23142114644773e-06,down
chr10,149442808,149446430,+,_chr10_001683,-1.60623484470846,0.00319760080687821,down
chr10,149802533,149805837,+,_chr10_001697,3.17059763247886,0.0494419528148887,up
chr10,150358984,150362325,+,_chr10_001710,-1.79041853023327,2.55507151967297e-07,down
chr10,151333403,151334740,+,_chr10_001741,3.23161072773584,0.00505762070685927,up
chr10,152885584,152886550,+,_chr10_001793,-4.74148351139919,0.000585031330140272,down
chr10,152929667,152930629,+,_chr10_001796,-1.3685981219707,0.00551741933313676,down
chr10,153649036,153651703,+,_chr10_001903,-3.00236441957978,0.00263084700037284,down
chr10,156925922,156942218,+,_chr10_002068,-5.8847043421504,0.0304073123557301,down
chr10,156942415,156944873,+,_chr10_002069,7.37311751893021,0.000112915788470633,up
chr10,157026887,157037373,+,_chr10_002074,-0.922653260905552,0.033741439070002,down
chr10,157906039,157909453,+,_chr10_002103,-0.978490089493115,0.00252481773422099,down
chr10,157934866,157939187,+,_chr10_002107,3.18360847971902,1.31036390730213e-10,up
chr10,158049113,158052928,+,_chr10_002114,-0.888609208742446,0.0429000878729209,down
chr10,158081560,158086743,+,_chr10_002115,-1.12012064265019,4.55227978135242e-05,down
chr10,158088136,158093899,+,_chr10_002116,-1.91195535685183,0.000389224794231042,down
chr10,158230383,158231544,+,_chr10_002125,-0.725680009018233,0.0143351456379595,down
chr10,158366929,158368488,+,_chr10_002132,5.86548057983919,8.87891534363385e-05,up
chr10,158700176,158703958,+,_chr10_002140,-0.732642917449587,0.000746039929821773,down
chr10,158750421,158756502,+,_chr10_002142,-0.975190109489785,3.56314182965723e-05,down
chr10,158756504,158759868,+,_chr10_002143,-0.870905621345565,4.18365704694232e-08,down
chr10,158839241,158845037,+,_chr10_002146,0.709079908314892,0.0357955339879523,up
chr10,158860338,158861588,+,_chr10_002148,-1.26565145120983,0.0451809633172052,down
chr10,158938137,158941215,+,_chr10_002158,3.59011931419726,0.00829555582957394,up
chr10,158974823,158977333,+,_chr10_002160,6.67152410484441,0.0217567828045235,up
chr10,159237962,159241625,+,_chr10_002191,2.34059049938451,0.00779703207851449,up
chr10,159267316,159269122,+,_chr10_002196,-1.76594167801814,0.0164766074682359,down
chr10,159295157,159302919,+,_chr10_002201,5.58266792236723,0.00292774482025747,up
chr10,160117847,160120752,+,_chr10_002271,-0.815774849214964,0.000200170218318006,down
chr10,160519059,160522705,+,_chr10_002303,-0.642096382939302,0.00478528826756894,down
chr10,160772332,160773234,+,_chr10_002315,-5.6995678310944,0.000856171189878366,down
chr10,160774125,160780855,+,_chr10_002316,0.89134947061445,0.00401228573851507,up
chr10,161159378,161164896,+,_chr10_002329,-0.679463515662204,0.00559701107497406,down
chr10,161168509,161172158,+,_chr10_002330,-1.76218481626021,0.0459841330584559,down
chr10,161576417,161580065,+,_chr10_002345,2.56304131654031,0.000168084254028473,up
chr10,161615036,161618629,+,_chr10_002352,5.21505670132274,0.0114186383397543,up
chr10,161829867,161834410,+,_chr10_002378,7.13298476467093,0.00047898709799296,up
chr10,161843970,161849786,+,_chr10_002382,-0.658613835412764,0.0115855976977104,down
chr10,162607309,162615205,+,_chr10_002453,-0.946507922281294,0.00624915833854757,down
chr10,162617178,162620153,+,_chr10_002454,-1.25236921642047,0.0318911636208247,down
chr10,162620155,162622879,+,_chr10_002455,-1.45647367827851,0.00215512707026188,down
chr10,163089983,163093103,+,_chr10_002497,-0.754224215327651,0.000214268195219095,down
chr10,164458266,164462908,+,_chr10_002537,3.0620014307243,0.0472313283885118,up
chr10,164834723,164835353,+,_chr10_002540,0.560191795906462,0.00376627364711821,up
chr10,164893392,164894975,+,_chr10_002548,3.22165059714799,0.0351382431361666,up
chr10,164822095,164826146,-,_chr10_002586,-5.54376697471846,2.29776391362443e-09,down
chr10,163721428,163726088,-,_chr10_002606,-0.732730839604537,0.00823213049880962,down
chr10,163298652,163301911,-,_chr10_002619,-7.35862114059699,0.000180890500099215,down
chr10,163181958,163182892,-,_chr10_002623,4.71997580332101,0.00349012378605502,up
chr10,163168164,163172586,-,_chr10_002624,-0.689420491907484,0.0153855897947443,down
chr10,161032207,161035615,-,_chr10_002682,-0.96293319380176,0.00935058655188451,down
chr10,161005096,161008880,-,_chr10_002687,4.82057855882192,0.0322328846449806,up
chr10,160650547,160654148,-,_chr10_002708,-0.706651847363506,0.00207728310084181,down
chr10,160604153,160606952,-,_chr10_002710,-0.581845140271044,0.0157103436800282,down
chr10,160380647,160383644,-,_chr10_002719,-0.919202356364501,0.00402348115613178,down
chr10,160188306,160191796,-,_chr10_002738,7.01951839598993,0.0344128512073211,up
chr10,159502068,159507144,-,_chr10_002782,-1.04120267378773,0.0059840006277199,down
chr10,157442415,157443225,-,_chr10_002840,2.60429066844158,0.000293069522936941,up
chr10,157289327,157291642,-,_chr10_002848,4.92554324600642,3.79087921460015e-05,up
chr10,157276704,157285287,-,_chr10_002850,4.9474472092842,0.00326357062007183,up
chr10,157240113,157243040,-,_chr10_002857,3.73533192770073,0.0259976226305237,up
chr10,156283977,156290676,-,_chr10_002882,7.06414179126112,0.00187283398534822,up
chr10,155598660,155615081,-,_chr10_002893,5.3653692446752,0.0426859314552061,up
