"set" "map" "mkr" "phys" "gen" "vld" "recombinationRate"
"slat_m" "chr1" "rsf100181369" 2893712 4.35 TRUE 4.9
"slat_m" "chr1" "rsf100072233" 3163589 4.35 TRUE 4.84
"slat_m" "chr1" "rsf100159238" 3227764 4.35 TRUE 4.83
"slat_m" "chr1" "rsf100037808" 3862177 4.35 TRUE 4.67
"slat_m" "chr1" "rsf100037806" 3871123 4.35 TRUE 4.67
"slat_m" "chr1" "rsf100037798" 3873963 4.35 TRUE 4.67
"slat_m" "chr1" "rsf100037792" 3881094 4.35 TRUE 4.67
"slat_m" "chr1" "rsf100037790" 3884877 4.35 TRUE 4.67
"slat_m" "chr1" "rsf100037787" 3885671 4.35 TRUE 4.67
"slat_m" "chr1" "rsf100037784" 3886600 4.35 TRUE 4.67
"slat_m" "chr1" "rsf100188427" 4069977 7.79 TRUE 4.62
"slat_m" "chr1" "rsf100042635" 4346216 7.79 TRUE 4.55
"slat_m" "chr1" "rsf100042625" 4361248 7.79 TRUE 4.55
"slat_m" "chr1" "rsf100042622" 4362115 8.31 TRUE 4.55
"slat_m" "chr1" "rsf100042620" 4362390 7.79 TRUE 4.55
"slat_m" "chr1" "rsf100065753" 4453754 8.31 TRUE 4.52
"slat_m" "chr1" "rsf100065759" 4458129 8.31 TRUE 4.52
"slat_m" "chr1" "rsf100065760" 4458198 8.31 TRUE 4.52
"slat_m" "chr1" "rsf100065765" 4460538 8.31 TRUE 4.52
"slat_m" "chr1" "rsf100044176" 4964057 10.98 TRUE 4.39
"slat_m" "chr1" "rsf100044187" 4968357 10.98 TRUE 4.39
"slat_m" "chr1" "rsf100044190" 4969096 10.98 TRUE 4.39
"slat_m" "chr1" "rsf100044192" 4970194 10.98 TRUE 4.39
"slat_m" "chr1" "rsf100044198" 4972635 10.88 TRUE 4.39
"slat_m" "chr1" "rsf100044201" 4973403 10.98 TRUE 4.39
"slat_m" "chr1" "rsf100044205" 4974282 10.98 TRUE 4.39
"slat_m" "chr1" "rsf100009673" 5435216 12.78 TRUE 4.26
"slat_m" "chr1" "rsf100009675" 5437654 12.78 TRUE 4.26
"slat_m" "chr1" "rsf100009677" 5437801 12.78 TRUE 4.26
"slat_m" "chr1" "rsf100009681" 5439881 12.78 TRUE 4.26
"slat_m" "chr1" "rsf100009683" 5443607 12.78 TRUE 4.26
"slat_m" "chr1" "rsf100009685" 5447138 12.78 TRUE 4.26
"slat_m" "chr1" "rsf100009687" 5464309 12.78 TRUE 4.26
"slat_m" "chr1" "rsf100122399" 5932051 14.15 TRUE 4.17
"slat_m" "chr1" "rsf100059484" 6098757 14.15 TRUE 4.13
"slat_m" "chr1" "rsf100069973" 6481132 16.72 TRUE 4.05
"slat_m" "chr1" "rsf100042860" 6613148 16.72 TRUE 4.02
"slat_m" "chr1" "rsf100101121" 6644078 20.38 TRUE 4.02
"slat_m" "chr1" "rsf100026881" 6816201 20.38 TRUE 3.98
"slat_m" "chr1" "rsf100026882" 6816265 20.38 TRUE 3.98
"slat_m" "chr1" "rsf100026892" 6873590 20.38 TRUE 3.96
"slat_m" "chr1" "rsf100118649" 7059483 20.38 TRUE 3.92
"slat_m" "chr1" "rsf100015395" 7456280 20.38 TRUE 3.82
"slat_m" "chr1" "rsf100015401" 7473610 27.53 TRUE 3.82
"slat_m" "chr1" "rsf100015409" 7476277 20.38 TRUE 3.82
"slat_m" "chr1" "rsf100106628" 7490971 20.38 TRUE 3.81
"slat_m" "chr1" "rsf100065370" 7856436 27.53 TRUE 3.72
"slat_m" "chr1" "rsf100078388" 8066486 27.53 TRUE 3.66
"slat_m" "chr1" "rsf100069760" 8164027 27.53 TRUE 3.63
"slat_m" "chr1" "rsf100069766" 8167579 27.64 TRUE 3.63
"slat_m" "chr1" "rsf100069768" 8168044 27.53 TRUE 3.63
"slat_m" "chr1" "rsf100069781" 8184429 27.64 TRUE 3.63
"slat_m" "chr1" "rsf100140764" 8228051 35.02 TRUE 3.62
"slat_m" "chr1" "rsf100006193" 8481417 35.02 TRUE 3.54
"slat_m" "chr1" "rsf100054744" 9950881 35.02 TRUE 3.09
"slat_m" "chr1" "rsf100041056" 9966521 35.02 TRUE 3.08
"slat_m" "chr1" "rsf100001929" 10153082 35.02 TRUE 3.02
"slat_m" "chr1" "rsf100001927" 10155657 35.02 TRUE 3.02
"slat_m" "chr1" "rsf100001917" 10158355 35.02 TRUE 3.02
"slat_m" "chr1" "rsf100001910" 10162308 35.02 TRUE 3.02
"slat_m" "chr1" "rsf100001907" 10168696 35.13 TRUE 3.01
"slat_m" "chr1" "rsf100001905" 10169041 36.07 TRUE 3.01
"slat_m" "chr1" "rsf100001901" 10170549 36.07 TRUE 3.01
"slat_m" "chr1" "rsf100001899" 10170775 35.13 TRUE 3.01
"slat_m" "chr1" "rsf100001891" 10176333 35.13 TRUE 3.02
"slat_m" "chr1" "rsf100001878" 10207782 36.07 TRUE 3.03
"slat_m" "chr1" "rsf100001877" 10207857 36.07 TRUE 3.03
"slat_m" "chr1" "rsf100001871" 10209001 36.07 TRUE 3.03
"slat_m" "chr1" "rsf100001869" 10210162 35.13 TRUE 3.03
"slat_m" "chr1" "rsf100001868" 10210295 35.13 TRUE 3.03
"slat_m" "chr1" "rsf100038271" 10341396 39.55 TRUE 3.09
"slat_m" "chr1" "rsf100038278" 10343724 39.55 TRUE 3.09
"slat_m" "chr1" "rsf100038285" 10348361 39.55 TRUE 3.09
"slat_m" "chr1" "rsf100038290" 10350541 39.55 TRUE 3.09
"slat_m" "chr1" "rsf100116495" 10490021 39.55 TRUE 3.13
"slat_m" "chr1" "rsf100024403" 10707591 39.55 TRUE 3.17
"slat_m" "chr1" "rsf100062929" 10746445 37.86 TRUE 3.18
"slat_m" "chr1" "rsf100046290" 10872129 37.86 TRUE 3.18
"slat_m" "chr1" "rsf100069439" 11048365 37.86 TRUE 3.18
"slat_m" "chr1" "rsf100069434" 11052240 37.86 TRUE 3.18
"slat_m" "chr1" "rsf100069427" 11076315 37.86 TRUE 3.17
"slat_m" "chr1" "rsf100078665" 11345149 36.7 TRUE 3.12
"slat_m" "chr1" "rsf100144294" 11400357 36.7 TRUE 3.1
"slat_m" "chr1" "rsf100013442" 11640467 36.7 TRUE 3
"slat_m" "chr1" "rsf100210458" 11643005 36.7 TRUE 3
"slat_m" "chr1" "rsf100008506" 11707266 36.7 TRUE 2.97
"slat_m" "chr1" "rsf100060169" 11925826 36.7 TRUE 2.84
"slat_m" "chr1" "rsf100011120" 12418372 40.18 TRUE 2.44
"slat_m" "chr1" "rsf100077626" 12550301 41.55 TRUE 2.3
"slat_m" "chr1" "rsf100077627" 12561712 41.55 TRUE 2.29
"slat_m" "chr1" "rsf100077635" 12617240 41.55 TRUE 2.25
"slat_m" "chr1" "rsf100077649" 12682647 41.55 TRUE 2.2
"slat_m" "chr1" "rsf100077651" 12683109 41.55 TRUE 2.2
"slat_m" "chr1" "rsf100029802" 13576043 41.55 TRUE 1.64
"slat_m" "chr1" "rsf100029808" 13578027 41.55 TRUE 1.64
"slat_m" "chr1" "rsf100029819" 13584441 41.55 TRUE 1.64
"slat_m" "chr1" "rsf100029828" 13607152 44.22 TRUE 1.63
"slat_m" "chr1" "rsf100149381" 13645406 41.55 TRUE 1.61
"slat_m" "chr1" "rsf100149382" 13645465 41.55 TRUE 1.61
"slat_m" "chr1" "rsf100150100" 13873322 41.55 TRUE 1.49
"slat_m" "chr1" "rsf100150105" 13874927 41.55 TRUE 1.49
"slat_m" "chr1" "rsf100077333" 14208285 41.55 TRUE 1.35
"slat_m" "chr1" "rsf100015096" 14515483 41.55 TRUE 1.24
"slat_m" "chr1" "rsf100121105" 15858107 44.22 TRUE 0.98
"slat_m" "chr1" "rsf100121101" 15859317 44.22 TRUE 0.98
"slat_m" "chr1" "rsf100147411" 16084500 44.22 TRUE 0.97
"slat_m" "chr1" "rsf100095704" 16756260 44.22 TRUE 1.02
"slat_m" "chr1" "rsf100165356" 16810078 44.33 TRUE 1.02
"slat_m" "chr1" "rsf100165357" 16810428 44.33 TRUE 1.02
"slat_m" "chr1" "rsf100034161" 17085771 44.75 TRUE 1.07
"slat_m" "chr1" "rsf100058402" 17233574 44.75 TRUE 1.1
"slat_m" "chr1" "rsf100058399" 17234725 44.75 TRUE 1.1
"slat_m" "chr1" "rsf100058397" 17235178 44.75 TRUE 1.1
"slat_m" "chr1" "rsf100058392" 17238274 44.75 TRUE 1.1
"slat_m" "chr1" "rsf100058388" 17240473 44.75 TRUE 1.1
"slat_m" "chr1" "rsf100058383" 17242193 44.75 TRUE 1.11
"slat_m" "chr1" "rsf100058375" 17247286 44.75 TRUE 1.11
"slat_m" "chr1" "rsf100058369" 17248739 44.75 TRUE 1.11
"slat_m" "chr1" "rsf100027896" 17502072 44.75 TRUE 1.17
"slat_m" "chr1" "rsf100027877" 17518523 44.75 TRUE 1.18
"slat_m" "chr1" "rsf100027875" 17519572 44.75 TRUE 1.18
"slat_m" "chr1" "rsf100136160" 17596349 44.75 TRUE 1.15
"slat_m" "chr1" "rsf100119447" 18048878 45.48 TRUE 1.01
"slat_m" "chr1" "rsf100119454" 18068101 45.48 TRUE 1.01
"slat_m" "chr1" "rsf100119456" 18068541 45.48 TRUE 1.01
"slat_m" "chr1" "rsf100064780" 18340850 47.28 TRUE 0.93
"slat_m" "chr1" "rsf100064775" 18345079 47.28 TRUE 0.93
"slat_m" "chr1" "rsf100064771" 18346271 47.28 TRUE 0.93
"slat_m" "chr1" "rsf100064770" 18346771 47.28 TRUE 0.93
"slat_m" "chr1" "rsf100064769" 18347151 47.28 TRUE 0.93
"slat_m" "chr1" "rsf100064767" 18349558 47.28 TRUE 0.93
"slat_m" "chr1" "rsf100064764" 18350693 47.28 TRUE 0.93
"slat_m" "chr1" "rsf100064762" 18350972 47.28 TRUE 0.93
"slat_m" "chr1" "rsf100098770" 19589203 47.28 TRUE 0.67
"slat_m" "chr1" "rsf100165245" 19732623 48.01 TRUE 0.64
"slat_m" "chr1" "rsf100038473" 19760145 47.7 TRUE 0.64
"slat_m" "chr1" "rsf100033339" 20196424 51.68 TRUE 0.59
"slat_m" "chr1" "rsf100033337" 20197435 51.68 TRUE 0.59
"slat_m" "chr1" "rsf100038735" 20338642 51.68 TRUE 0.57
"slat_m" "chr1" "rsf100038741" 20344258 51.68 TRUE 0.57
"slat_m" "chr1" "rsf100038742" 20347881 48.01 TRUE 0.57
"slat_m" "chr1" "rsf100038745" 20350048 51.68 TRUE 0.57
"slat_m" "chr1" "rsf100079558" 20536333 48.01 TRUE 0.55
"slat_m" "chr1" "rsf100079564" 20563243 51.68 TRUE 0.55
"slat_m" "chr1" "rsf100010424" 22724136 51.68 TRUE 0.6
"slat_m" "chr1" "rsf100010434" 22730308 51.68 TRUE 0.6
"slat_m" "chr1" "rsf100010439" 22732067 51.68 TRUE 0.6
"slat_m" "chr1" "rsf100010440" 22732578 51.68 TRUE 0.6
"slat_m" "chr1" "rsf100010448" 22745101 51.68 TRUE 0.6
"slat_m" "chr1" "rsf100032348" 22858331 51.68 TRUE 0.58
"slat_m" "chr1" "rsf100159093" 23124589 51.68 TRUE 0.54
"slat_m" "chr1" "rsf100125410" 23238916 51.68 TRUE 0.52
"slat_m" "chr1" "rsf100125417" 23241847 51.68 TRUE 0.52
"slat_m" "chr1" "rsf100198119" 23884834 51.68 TRUE 0.43
"slat_m" "chr1" "rsf100062662" 24424451 51.68 TRUE 0.37
"slat_m" "chr1" "rsf100038732" 24887480 51.68 TRUE 0.32
"slat_m" "chr1" "rsf100094873" 25259853 51.68 TRUE 0.3
"slat_m" "chr1" "rsf100021016" 25624506 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100021021" 25628302 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100021026" 25631177 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100021029" 25632308 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100021032" 25632898 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100021034" 25634040 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100021037" 25638840 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100021041" 25643488 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100021042" 25643873 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100021045" 25645007 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100021047" 25646376 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100021049" 25646986 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100021050" 25647049 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100029952" 27592561 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100112709" 27669760 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100112718" 27676084 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100112719" 27676298 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100112721" 27676636 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100112722" 27676743 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100112730" 27680950 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100121846" 27811160 51.68 TRUE 0.29
"slat_m" "chr1" "rsf100019570" 27960779 51.68 TRUE 0.3
"slat_m" "chr1" "rsf100177314" 28080229 51.68 TRUE 0.28
"slat_m" "chr1" "rsf100102414" 29396480 51.68 TRUE 0.16
"slat_m" "chr1" "rsf100065349" 30386749 51.68 TRUE 0.09
"slat_m" "chr1" "rsf100065334" 30395762 51.68 TRUE 0.09
"slat_m" "chr1" "rsf100065333" 30395834 51.68 TRUE 0.09
"slat_m" "chr1" "rsf100011164" 30480093 52.2 TRUE 0.09
"slat_m" "chr1" "rsf100010552" 30548332 52.2 TRUE 0.08
"slat_m" "chr1" "rsf100010531" 30561350 52.2 TRUE 0.08
"slat_m" "chr1" "rsf100010528" 30561759 52.2 TRUE 0.08
"slat_m" "chr1" "rsf100010526" 30562300 52.2 TRUE 0.08
"slat_m" "chr1" "rsf100010518" 30574421 52.2 TRUE 0.08
"slat_m" "chr1" "rsf100024459" 31828729 52.2 TRUE 0.02
"slat_m" "chr1" "rsf100024467" 31834055 52.2 TRUE 0.02
"slat_m" "chr1" "rsf100024482" 31841452 52.2 TRUE 0.02
"slat_m" "chr1" "rsf100012530" 33303047 52.52 TRUE 0
"slat_m" "chr1" "rsf100012516" 33310771 52.52 TRUE 0
"slat_m" "chr1" "rsf100012495" 33324864 52.52 TRUE 0
"slat_m" "chr1" "rsf100012494" 33325713 52.2 TRUE 0
"slat_m" "chr1" "rsf100012492" 33327639 52.52 TRUE 0
"slat_m" "chr1" "rsf100085808" 33391278 52.52 TRUE 0
"slat_m" "chr1" "rsf100085801" 33395501 52.52 TRUE 0
"slat_m" "chr1" "rsf100085790" 33398725 52.52 TRUE 0
"slat_m" "chr1" "rsf100085786" 33399032 52.52 TRUE 0
"slat_m" "chr1" "rsf100085785" 33399090 52.52 TRUE 0
"slat_m" "chr1" "rsf100085781" 33400269 52.52 TRUE 0
"slat_m" "chr1" "rsf100053653" 33573920 52.52 TRUE 0
"slat_m" "chr1" "rsf100003763" 34800562 52.52 TRUE 0.02
"slat_m" "chr1" "rsf100052747" 35535045 52.52 TRUE 0.04
"slat_m" "chr1" "rsf100057252" 36362064 52.62 TRUE 0.08
"slat_m" "chr1" "rsf100174292" 36740916 52.52 TRUE 0.07
"slat_m" "chr1" "rsf100116793" 38546270 52.62 TRUE 0.02
"slat_m" "chr1" "rsf100022852" 39118744 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100022850" 39119243 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100022848" 39122304 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100022845" 39124025 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100022840" 39125029 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100022839" 39125089 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100022838" 39125155 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100022834" 39126464 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100022830" 39127440 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100022829" 39128702 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100022828" 39129431 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100022827" 39129899 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100003289" 39828359 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100003284" 39831855 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100003281" 39832883 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100003267" 39854653 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100003259" 39871773 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100003258" 39872045 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100003254" 39873232 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100003249" 39874756 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100003245" 39877693 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100003244" 39877798 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100003242" 39878069 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100139349" 40062528 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100139350" 40078374 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100139352" 40078835 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100139359" 40081269 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100112917" 41865705 52.62 TRUE 0.03
"slat_m" "chr1" "rsf100091099" 42587411 52.62 TRUE 0.03
"slat_m" "chr1" "rsf100091098" 42587690 52.62 TRUE 0.03
"slat_m" "chr1" "rsf100091096" 42588973 52.62 TRUE 0.03
"slat_m" "chr1" "rsf100084235" 46752420 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100144637" 48913271 52.62 TRUE 0
"slat_m" "chr1" "rsf100144635" 48914375 52.62 TRUE 0
"slat_m" "chr1" "rsf100056575" 49502685 52.62 TRUE -0.01
"slat_m" "chr1" "rsf100228760" 50468886 52.62 TRUE -0.01
"slat_m" "chr1" "rsf100120941" 50541845 52.62 TRUE -0.01
"slat_m" "chr1" "rsf100120943" 50542599 52.62 TRUE -0.01
"slat_m" "chr1" "rsf100044165" 50978040 52.62 TRUE -0.01
"slat_m" "chr1" "rsf100117659" 51515644 52.62 TRUE -0.01
"slat_m" "chr1" "rsf100117665" 51521453 52.62 TRUE -0.01
"slat_m" "chr1" "rsf100160403" 52230366 52.62 TRUE -0.02
"slat_m" "chr1" "rsf100023847" 54038689 52.62 TRUE -0.02
"slat_m" "chr1" "rsf100023849" 54045233 52.62 TRUE -0.02
"slat_m" "chr1" "rsf100091307" 57087831 52.62 TRUE -0.03
"slat_m" "chr1" "rsf100085005" 57459662 52.62 TRUE -0.03
"slat_m" "chr1" "rsf100239042" 57848647 52.73 TRUE -0.03
"slat_m" "chr1" "rsf100069331" 58092149 52.62 TRUE -0.03
"slat_m" "chr1" "rsf100069329" 58092859 52.62 TRUE -0.03
"slat_m" "chr1" "rsf100213783" 58529991 52.62 TRUE -0.03
"slat_m" "chr1" "rsf100063260" 59694319 52.62 TRUE -0.03
"slat_m" "chr1" "rsf100153395" 60954894 52.62 TRUE -0.03
"slat_m" "chr1" "rsf100077780" 62455890 52.62 TRUE -0.03
"slat_m" "chr1" "rsf100138757" 70342761 52.62 TRUE -0.01
"slat_m" "chr1" "rsf100018040" 72705804 52.62 TRUE 0
"slat_m" "chr1" "rsf100018015" 72727793 52.62 TRUE 0
"slat_m" "chr1" "rsf100207715" 74403966 52.62 TRUE 0
"slat_m" "chr1" "rsf100004329" 76911460 52.62 TRUE 0
"slat_m" "chr1" "rsf100076741" 77384569 52.62 TRUE 0
"slat_m" "chr1" "rsf100076729" 77390350 52.62 TRUE 0
"slat_m" "chr1" "rsf100076725" 77391574 52.62 TRUE 0
"slat_m" "chr1" "rsf100076724" 77391653 52.62 TRUE 0
"slat_m" "chr1" "rsf100031936" 78485383 52.62 TRUE 0
"slat_m" "chr1" "rsf100123916" 78537961 52.62 TRUE 0
"slat_m" "chr1" "rsf100109699" 79122869 52.62 TRUE 0
"slat_m" "chr1" "rsf100121267" 79176007 52.62 TRUE 0
"slat_m" "chr1" "rsf100057993" 80852929 52.62 TRUE 0
"slat_m" "chr1" "rsf100100370" 87873327 52.73 TRUE 0
"slat_m" "chr1" "rsf100136457" 87988262 52.73 TRUE 0
"slat_m" "chr1" "rsf100169774" 89193337 52.73 TRUE 0
"slat_m" "chr1" "rsf100214186" 90186694 52.73 TRUE 0
"slat_m" "chr1" "rsf100129216" 90788365 52.73 TRUE 0
"slat_m" "chr1" "rsf100129221" 90790903 52.73 TRUE 0
"slat_m" "chr1" "rsf100072864" 93840428 52.73 TRUE 0
"slat_m" "chr1" "rsf100060758" 93897485 52.73 TRUE 0
"slat_m" "chr1" "rsf100208725" 94011398 52.73 TRUE 0
"slat_m" "chr1" "rsf100081799" 94760849 52.73 TRUE 0
"slat_m" "chr1" "rsf100081800" 94760925 52.73 TRUE 0
"slat_m" "chr1" "rsf100050884" 95988862 52.73 TRUE 0
"slat_m" "chr1" "rsf100161091" 96783679 52.73 TRUE 0
"slat_m" "chr1" "rsf100100178" 96951477 52.73 TRUE 0
"slat_m" "chr1" "rsf100100175" 96954494 52.73 TRUE 0
"slat_m" "chr1" "rsf100100174" 96954665 52.73 TRUE 0
"slat_m" "chr1" "rsf100041792" 98854460 52.73 TRUE 0
"slat_m" "chr1" "rsf100073556" 99484505 52.73 TRUE 0
"slat_m" "chr1" "rsf100073554" 99485194 52.73 TRUE 0
"slat_m" "chr1" "rsf100073553" 99485681 52.73 TRUE 0
"slat_m" "chr1" "rsf100073546" 99490618 52.73 TRUE 0
"slat_m" "chr1" "rsf100174272" 99930358 52.73 TRUE 0
"slat_m" "chr1" "rsf100051471" 100086926 52.73 TRUE 0
"slat_m" "chr1" "rsf100162509" 101033889 52.73 TRUE 0
"slat_m" "chr1" "rsf100114055" 101219549 52.73 TRUE 0
"slat_m" "chr1" "rsf100114060" 101223537 52.73 TRUE 0
"slat_m" "chr1" "rsf100183944" 103169863 52.73 TRUE -0.01
"slat_m" "chr1" "rsf100226559" 106011832 52.73 TRUE -0.01
"slat_m" "chr1" "rsf100001144" 106056375 52.73 TRUE -0.01
"slat_m" "chr1" "rsf100235261" 106804029 52.73 TRUE -0.01
"slat_m" "chr1" "rsf100134991" 107738320 52.73 TRUE -0.01
"slat_m" "chr1" "rsf100217968" 109003188 52.73 TRUE -0.02
"slat_m" "chr1" "rsf100157213" 109805852 52.73 TRUE -0.02
"slat_m" "chr1" "rsf100017971" 110618414 52.73 TRUE -0.02
"slat_m" "chr1" "rsf100015744" 111513096 52.73 TRUE -0.02
"slat_m" "chr1" "rsf100015732" 111520989 52.73 TRUE -0.02
"slat_m" "chr1" "rsf100214882" 112715371 52.73 TRUE -0.02
"slat_m" "chr1" "rsf100162456" 114694504 52.73 TRUE -0.02
"slat_m" "chr1" "rsf100056043" 116028553 52.73 TRUE -0.02
"slat_m" "chr1" "rsf100088353" 124774303 52.73 TRUE -0.01
"slat_m" "chr1" "rsf100236717" 125318997 52.73 TRUE -0.01
"slat_m" "chr1" "rsf100064749" 125340992 52.73 TRUE -0.01
"slat_m" "chr1" "rsf100218853" 125572382 52.73 TRUE -0.01
"slat_m" "chr1" "rsf100033704" 127289176 52.73 TRUE 0
"slat_m" "chr1" "rsf100099524" 128758225 52.73 TRUE 0
"slat_m" "chr1" "rsf100092802" 129896243 52.73 TRUE 0
"slat_m" "chr1" "rsf100075492" 130012068 52.73 TRUE 0.01
"slat_m" "chr1" "rsf100168643" 130675556 52.73 TRUE 0.01
"slat_m" "chr1" "rsf100029552" 130869892 52.73 TRUE 0.01
"slat_m" "chr1" "rsf100127961" 132082118 52.73 TRUE 0
"slat_m" "chr1" "rsf100039460" 132648657 52.73 TRUE 0
"slat_m" "chr1" "rsf100119378" 133016552 52.73 TRUE 0
"slat_m" "chr1" "rsf100227627" 133885064 52.73 TRUE 0
"slat_m" "chr1" "rsf100001325" 134478960 52.73 TRUE 0
"slat_m" "chr1" "rsf100001345" 134495108 52.73 TRUE 0
"slat_m" "chr1" "rsf100035453" 135440914 52.73 TRUE 0
"slat_m" "chr1" "rsf100116896" 136014085 52.73 TRUE 0
"slat_m" "chr1" "rsf100034616" 137120897 52.73 TRUE 0
"slat_m" "chr1" "rsf100124854" 138173105 52.73 TRUE 0
"slat_m" "chr1" "rsf100097269" 138218520 52.73 TRUE 0
"slat_m" "chr1" "rsf100178873" 141872304 52.73 TRUE 0
"slat_m" "chr1" "rsf100042779" 147504112 52.73 TRUE 0.01
"slat_m" "chr1" "rsf100006462" 147640982 52.62 TRUE 0.01
"slat_m" "chr1" "rsf100147747" 147897557 52.73 TRUE 0.02
"slat_m" "chr1" "rsf100113077" 149130001 52.73 TRUE 0.02
"slat_m" "chr1" "rsf100153183" 149297979 52.62 TRUE 0.02
"slat_m" "chr1" "rsf100153181" 149298317 52.62 TRUE 0.02
"slat_m" "chr1" "rsf100061492" 150630535 52.73 TRUE 0.03
"slat_m" "chr1" "rsf100080725" 153995997 52.62 TRUE 0.04
"slat_m" "chr1" "rsf100080709" 155247146 52.62 TRUE 0.05
"slat_m" "chr1" "rsf100036416" 155665924 52.62 TRUE 0.05
"slat_m" "chr1" "rsf100032848" 155871874 52.62 TRUE 0.06
"slat_m" "chr1" "rsf100032861" 155880278 52.73 TRUE 0.06
"slat_m" "chr1" "rsf100032869" 155883299 52.62 TRUE 0.06
"slat_m" "chr1" "rsf100031752" 156218600 52.62 TRUE 0.06
"slat_m" "chr1" "rsf100047675" 157881619 52.62 TRUE 0.07
"slat_m" "chr1" "rsf100047677" 157883231 52.62 TRUE 0.07
