"set" "map" "mkr" "phys" "gen" "vld" "recombinationRate"
"slat_f" "chr1" "rsf100069427" 11076315 38.83 TRUE 1.37
"slat_f" "chr1" "rsf100078665" 11345149 38.73 TRUE 1.02
"slat_f" "chr1" "rsf100144294" 11400357 38.73 TRUE 0.96
"slat_f" "chr1" "rsf100013442" 11640467 38.73 TRUE 0.77
"slat_f" "chr1" "rsf100210458" 11643005 38.73 TRUE 0.77
"slat_f" "chr1" "rsf100008506" 11707266 38.62 TRUE 0.74
"slat_f" "chr1" "rsf100060169" 11925826 38.31 TRUE 0.67
"slat_f" "chr1" "rsf100011120" 12418372 40.82 TRUE 0.8
"slat_f" "chr1" "rsf100077626" 12550301 41.13 TRUE 0.91
"slat_f" "chr1" "rsf100077627" 12561712 41.13 TRUE 0.92
"slat_f" "chr1" "rsf100077635" 12617240 41.45 TRUE 0.97
"slat_f" "chr1" "rsf100077649" 12682647 41.45 TRUE 0.94
"slat_f" "chr1" "rsf100077651" 12683109 41.45 TRUE 0.94
"slat_f" "chr1" "rsf100029802" 13576043 41.45 TRUE 0.61
"slat_f" "chr1" "rsf100029808" 13578027 41.45 TRUE 0.61
"slat_f" "chr1" "rsf100029819" 13584441 41.45 TRUE 0.61
"slat_f" "chr1" "rsf100029828" 13607152 41.45 TRUE 0.6
"slat_f" "chr1" "rsf100149381" 13645406 41.45 TRUE 0.59
"slat_f" "chr1" "rsf100149382" 13645465 41.45 TRUE 0.59
"slat_f" "chr1" "rsf100150100" 13873322 41.45 TRUE 0.54
"slat_f" "chr1" "rsf100150105" 13874927 41.45 TRUE 0.54
"slat_f" "chr1" "rsf100077333" 14208285 41.45 TRUE 0.5
"slat_f" "chr1" "rsf100015096" 14515483 41.45 TRUE 0.48
"slat_f" "chr1" "rsf100121105" 15858107 42.5 TRUE 0.66
"slat_f" "chr1" "rsf100121101" 15859317 42.5 TRUE 0.66
"slat_f" "chr1" "rsf100147411" 16084500 42.6 TRUE 0.74
"slat_f" "chr1" "rsf100095704" 16756260 43.23 TRUE 0.78
"slat_f" "chr1" "rsf100165356" 16810078 43.34 TRUE 0.78
"slat_f" "chr1" "rsf100165357" 16810428 43.34 TRUE 0.78
"slat_f" "chr1" "rsf100034161" 17085771 43.65 TRUE 0.76
"slat_f" "chr1" "rsf100058402" 17233574 44.07 TRUE 0.75
"slat_f" "chr1" "rsf100058399" 17234725 44.07 TRUE 0.75
"slat_f" "chr1" "rsf100058397" 17235178 44.07 TRUE 0.75
"slat_f" "chr1" "rsf100058392" 17238274 44.07 TRUE 0.75
"slat_f" "chr1" "rsf100058388" 17240473 44.07 TRUE 0.75
"slat_f" "chr1" "rsf100058383" 17242193 44.07 TRUE 0.75
"slat_f" "chr1" "rsf100058375" 17247286 44.07 TRUE 0.75
"slat_f" "chr1" "rsf100058369" 17248739 44.07 TRUE 0.75
"slat_f" "chr1" "rsf100027896" 17502072 44.17 TRUE 0.71
"slat_f" "chr1" "rsf100027877" 17518523 44.17 TRUE 0.71
"slat_f" "chr1" "rsf100027875" 17519572 44.17 TRUE 0.71
"slat_f" "chr1" "rsf100136160" 17596349 44.17 TRUE 0.71
"slat_f" "chr1" "rsf100119447" 18048878 44.28 TRUE 0.73
"slat_f" "chr1" "rsf100119454" 18068101 44.28 TRUE 0.73
"slat_f" "chr1" "rsf100119456" 18068541 44.28 TRUE 0.73
"slat_f" "chr1" "rsf100064780" 18340850 44.38 TRUE 0.73
"slat_f" "chr1" "rsf100064775" 18345079 44.38 TRUE 0.73
"slat_f" "chr1" "rsf100064771" 18346271 44.38 TRUE 0.73
"slat_f" "chr1" "rsf100064770" 18346771 44.38 TRUE 0.73
"slat_f" "chr1" "rsf100064769" 18347151 44.38 TRUE 0.73
"slat_f" "chr1" "rsf100064767" 18349558 44.38 TRUE 0.73
"slat_f" "chr1" "rsf100064764" 18350693 44.38 TRUE 0.73
"slat_f" "chr1" "rsf100064762" 18350972 44.38 TRUE 0.73
"slat_f" "chr1" "rsf100098770" 19589203 45.54 TRUE 0.64
"slat_f" "chr1" "rsf100165245" 19732623 46.06 TRUE 0.62
"slat_f" "chr1" "rsf100038473" 19760145 46.06 TRUE 0.61
"slat_f" "chr1" "rsf100033339" 20196424 46.48 TRUE 0.62
"slat_f" "chr1" "rsf100033337" 20197435 46.48 TRUE 0.62
"slat_f" "chr1" "rsf100038735" 20338642 46.48 TRUE 0.62
"slat_f" "chr1" "rsf100038741" 20344258 46.48 TRUE 0.62
"slat_f" "chr1" "rsf100038742" 20347881 46.48 TRUE 0.62
"slat_f" "chr1" "rsf100038745" 20350048 46.48 TRUE 0.62
"slat_f" "chr1" "rsf100079558" 20536333 46.48 TRUE 0.61
"slat_f" "chr1" "rsf100079564" 20563243 46.69 TRUE 0.61
"slat_f" "chr1" "rsf100010424" 22724136 47 TRUE 0.43
"slat_f" "chr1" "rsf100010434" 22730308 47 TRUE 0.43
"slat_f" "chr1" "rsf100010439" 22732067 47 TRUE 0.43
"slat_f" "chr1" "rsf100010440" 22732578 47 TRUE 0.43
"slat_f" "chr1" "rsf100010448" 22745101 47 TRUE 0.43
"slat_f" "chr1" "rsf100032348" 22858331 47 TRUE 0.41
"slat_f" "chr1" "rsf100159093" 23124589 47.42 TRUE 0.37
"slat_f" "chr1" "rsf100125410" 23238916 47.73 TRUE 0.35
"slat_f" "chr1" "rsf100125417" 23241847 47.73 TRUE 0.35
"slat_f" "chr1" "rsf100198119" 23884834 47.73 TRUE 0.27
"slat_f" "chr1" "rsf100062662" 24424451 47.94 TRUE 0.24
"slat_f" "chr1" "rsf100038732" 24887480 48.04 TRUE 0.22
"slat_f" "chr1" "rsf100094873" 25259853 48.04 TRUE 0.22
"slat_f" "chr1" "rsf100021016" 25624506 48.25 TRUE 0.24
"slat_f" "chr1" "rsf100021021" 25628302 48.25 TRUE 0.24
"slat_f" "chr1" "rsf100021026" 25631177 48.25 TRUE 0.24
"slat_f" "chr1" "rsf100021029" 25632308 48.25 TRUE 0.24
"slat_f" "chr1" "rsf100021032" 25632898 48.25 TRUE 0.24
"slat_f" "chr1" "rsf100021034" 25634040 48.25 TRUE 0.24
"slat_f" "chr1" "rsf100021037" 25638840 48.25 TRUE 0.24
"slat_f" "chr1" "rsf100021041" 25643488 48.25 TRUE 0.24
"slat_f" "chr1" "rsf100021042" 25643873 48.25 TRUE 0.24
"slat_f" "chr1" "rsf100021045" 25645007 48.25 TRUE 0.24
"slat_f" "chr1" "rsf100021047" 25646376 48.25 TRUE 0.24
"slat_f" "chr1" "rsf100021049" 25646986 48.25 TRUE 0.24
"slat_f" "chr1" "rsf100021050" 25647049 48.25 TRUE 0.24
"slat_f" "chr1" "rsf100029952" 27592561 48.36 TRUE 0.17
"slat_f" "chr1" "rsf100112709" 27669760 48.36 TRUE 0.17
"slat_f" "chr1" "rsf100112718" 27676084 48.36 TRUE 0.17
"slat_f" "chr1" "rsf100112719" 27676298 48.36 TRUE 0.17
"slat_f" "chr1" "rsf100112721" 27676636 48.36 TRUE 0.17
"slat_f" "chr1" "rsf100112722" 27676743 48.36 TRUE 0.17
"slat_f" "chr1" "rsf100112730" 27680950 48.36 TRUE 0.17
"slat_f" "chr1" "rsf100121846" 27811160 48.46 TRUE 0.18
"slat_f" "chr1" "rsf100019570" 27960779 48.46 TRUE 0.2
"slat_f" "chr1" "rsf100177314" 28080229 48.46 TRUE 0.21
"slat_f" "chr1" "rsf100102414" 29396480 48.46 TRUE 0.18
"slat_f" "chr1" "rsf100065349" 30386749 48.67 TRUE 0.17
"slat_f" "chr1" "rsf100065334" 30395762 48.67 TRUE 0.17
"slat_f" "chr1" "rsf100065333" 30395834 48.67 TRUE 0.17
"slat_f" "chr1" "rsf100011164" 30480093 48.77 TRUE 0.17
"slat_f" "chr1" "rsf100010552" 30548332 48.88 TRUE 0.17
"slat_f" "chr1" "rsf100010531" 30561350 48.88 TRUE 0.17
"slat_f" "chr1" "rsf100010528" 30561759 48.88 TRUE 0.17
"slat_f" "chr1" "rsf100010526" 30562300 48.88 TRUE 0.17
"slat_f" "chr1" "rsf100010518" 30574421 48.88 TRUE 0.17
"slat_f" "chr1" "rsf100024459" 31828729 48.98 TRUE 0.17
"slat_f" "chr1" "rsf100024467" 31834055 48.98 TRUE 0.17
"slat_f" "chr1" "rsf100024482" 31841452 48.98 TRUE 0.17
"slat_f" "chr1" "rsf100012530" 33303047 49.61 TRUE 0.18
"slat_f" "chr1" "rsf100012516" 33310771 49.61 TRUE 0.18
"slat_f" "chr1" "rsf100012495" 33324864 49.61 TRUE 0.19
"slat_f" "chr1" "rsf100012494" 33325713 49.61 TRUE 0.19
"slat_f" "chr1" "rsf100012492" 33327639 49.61 TRUE 0.19
"slat_f" "chr1" "rsf100085808" 33391278 49.61 TRUE 0.19
"slat_f" "chr1" "rsf100085801" 33395501 49.61 TRUE 0.19
"slat_f" "chr1" "rsf100085790" 33398725 49.61 TRUE 0.19
"slat_f" "chr1" "rsf100085786" 33399032 49.61 TRUE 0.19
"slat_f" "chr1" "rsf100085785" 33399090 49.61 TRUE 0.19
"slat_f" "chr1" "rsf100085781" 33400269 49.61 TRUE 0.19
"slat_f" "chr1" "rsf100053653" 33573920 49.61 TRUE 0.19
"slat_f" "chr1" "rsf100003763" 34800562 49.82 TRUE 0.21
"slat_f" "chr1" "rsf100052747" 35535045 50.34 TRUE 0.2
"slat_f" "chr1" "rsf100057252" 36362064 50.45 TRUE 0.17
"slat_f" "chr1" "rsf100174292" 36740916 50.45 TRUE 0.15
"slat_f" "chr1" "rsf100116793" 38546270 50.55 TRUE 0.14
"slat_f" "chr1" "rsf100022852" 39118744 50.55 TRUE 0.12
"slat_f" "chr1" "rsf100022850" 39119243 50.55 TRUE 0.12
"slat_f" "chr1" "rsf100022848" 39122304 50.55 TRUE 0.12
"slat_f" "chr1" "rsf100022845" 39124025 50.55 TRUE 0.12
"slat_f" "chr1" "rsf100022840" 39125029 50.55 TRUE 0.12
"slat_f" "chr1" "rsf100022839" 39125089 50.55 TRUE 0.12
"slat_f" "chr1" "rsf100022838" 39125155 50.55 TRUE 0.12
"slat_f" "chr1" "rsf100022834" 39126464 50.55 TRUE 0.12
"slat_f" "chr1" "rsf100022830" 39127440 50.55 TRUE 0.12
"slat_f" "chr1" "rsf100022829" 39128702 50.55 TRUE 0.12
"slat_f" "chr1" "rsf100022828" 39129431 50.55 TRUE 0.12
"slat_f" "chr1" "rsf100022827" 39129899 50.55 TRUE 0.12
"slat_f" "chr1" "rsf100003289" 39828359 50.55 TRUE 0.1
"slat_f" "chr1" "rsf100003284" 39831855 50.55 TRUE 0.1
"slat_f" "chr1" "rsf100003281" 39832883 50.55 TRUE 0.1
"slat_f" "chr1" "rsf100003267" 39854653 50.55 TRUE 0.09
"slat_f" "chr1" "rsf100003259" 39871773 50.55 TRUE 0.09
"slat_f" "chr1" "rsf100003258" 39872045 50.55 TRUE 0.09
"slat_f" "chr1" "rsf100003254" 39873232 50.55 TRUE 0.09
"slat_f" "chr1" "rsf100003249" 39874756 50.55 TRUE 0.09
"slat_f" "chr1" "rsf100003245" 39877693 50.55 TRUE 0.09
"slat_f" "chr1" "rsf100003244" 39877798 50.55 TRUE 0.09
"slat_f" "chr1" "rsf100003242" 39878069 50.55 TRUE 0.09
"slat_f" "chr1" "rsf100139349" 40062528 50.55 TRUE 0.09
"slat_f" "chr1" "rsf100139350" 40078374 50.55 TRUE 0.09
"slat_f" "chr1" "rsf100139352" 40078835 50.55 TRUE 0.09
"slat_f" "chr1" "rsf100139359" 40081269 50.55 TRUE 0.09
"slat_f" "chr1" "rsf100112917" 41865705 50.65 TRUE 0.06
"slat_f" "chr1" "rsf100091099" 42587411 50.65 TRUE 0.06
"slat_f" "chr1" "rsf100091098" 42587690 50.65 TRUE 0.06
"slat_f" "chr1" "rsf100091096" 42588973 50.65 TRUE 0.06
"slat_f" "chr1" "rsf100084235" 46752420 50.65 TRUE 0
"slat_f" "chr1" "rsf100144637" 48913271 50.65 TRUE -0.01
"slat_f" "chr1" "rsf100144635" 48914375 50.65 TRUE -0.01
"slat_f" "chr1" "rsf100056575" 49502685 50.65 TRUE -0.01
"slat_f" "chr1" "rsf100228760" 50468886 50.76 TRUE -0.01
"slat_f" "chr1" "rsf100120941" 50541845 50.76 TRUE -0.01
"slat_f" "chr1" "rsf100120943" 50542599 50.76 TRUE -0.01
"slat_f" "chr1" "rsf100044165" 50978040 50.76 TRUE -0.01
"slat_f" "chr1" "rsf100117659" 51515644 50.76 TRUE -0.01
"slat_f" "chr1" "rsf100117665" 51521453 50.76 TRUE -0.01
"slat_f" "chr1" "rsf100160403" 52230366 50.76 TRUE -0.01
"slat_f" "chr1" "rsf100023847" 54038689 50.76 TRUE 0.01
"slat_f" "chr1" "rsf100023849" 54045233 50.76 TRUE 0.01
"slat_f" "chr1" "rsf100091307" 57087831 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100085005" 57459662 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100239042" 57848647 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100069331" 58092149 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100069329" 58092859 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100213783" 58529991 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100063260" 59694319 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100153395" 60954894 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100077780" 62455890 50.86 TRUE 0
"slat_f" "chr1" "rsf100138757" 70342761 50.86 TRUE 0
"slat_f" "chr1" "rsf100018040" 72705804 50.86 TRUE 0
"slat_f" "chr1" "rsf100018015" 72727793 50.86 TRUE 0
"slat_f" "chr1" "rsf100207715" 74403966 50.86 TRUE 0
"slat_f" "chr1" "rsf100004329" 76911460 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100076741" 77384569 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100076729" 77390350 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100076725" 77391574 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100076724" 77391653 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100031936" 78485383 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100123916" 78537961 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100109699" 79122869 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100121267" 79176007 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100057993" 80852929 50.86 TRUE 0.01
"slat_f" "chr1" "rsf100100370" 87873327 51.28 TRUE 0
"slat_f" "chr1" "rsf100136457" 87988262 51.28 TRUE 0
"slat_f" "chr1" "rsf100169774" 89193337 51.28 TRUE 0
"slat_f" "chr1" "rsf100214186" 90186694 51.28 TRUE 0
"slat_f" "chr1" "rsf100129216" 90788365 51.28 TRUE 0
"slat_f" "chr1" "rsf100129221" 90790903 51.28 TRUE 0
"slat_f" "chr1" "rsf100072864" 93840428 51.18 TRUE 0
"slat_f" "chr1" "rsf100060758" 93897485 51.07 TRUE 0
"slat_f" "chr1" "rsf100208725" 94011398 51.07 TRUE 0
"slat_f" "chr1" "rsf100081799" 94760849 50.97 TRUE 0
"slat_f" "chr1" "rsf100081800" 94760925 50.97 TRUE 0
"slat_f" "chr1" "rsf100050884" 95988862 50.97 TRUE 0
"slat_f" "chr1" "rsf100161091" 96783679 50.97 TRUE 0
"slat_f" "chr1" "rsf100100178" 96951477 50.97 TRUE 0
"slat_f" "chr1" "rsf100100175" 96954494 50.97 TRUE 0
"slat_f" "chr1" "rsf100100174" 96954665 50.97 TRUE 0
"slat_f" "chr1" "rsf100041792" 98854460 50.97 TRUE 0
"slat_f" "chr1" "rsf100073556" 99484505 50.97 TRUE 0
"slat_f" "chr1" "rsf100073554" 99485194 50.97 TRUE 0
"slat_f" "chr1" "rsf100073553" 99485681 50.97 TRUE 0
"slat_f" "chr1" "rsf100073546" 99490618 50.97 TRUE 0
"slat_f" "chr1" "rsf100174272" 99930358 50.97 TRUE 0
"slat_f" "chr1" "rsf100051471" 100086926 50.97 TRUE 0
"slat_f" "chr1" "rsf100162509" 101033889 50.97 TRUE 0
"slat_f" "chr1" "rsf100114055" 101219549 50.97 TRUE 0
"slat_f" "chr1" "rsf100114060" 101223537 50.97 TRUE 0
"slat_f" "chr1" "rsf100183944" 103169863 50.97 TRUE 0
"slat_f" "chr1" "rsf100226559" 106011832 50.97 TRUE 0
"slat_f" "chr1" "rsf100001144" 106056375 50.97 TRUE 0
"slat_f" "chr1" "rsf100235261" 106804029 50.97 TRUE 0
"slat_f" "chr1" "rsf100134991" 107738320 50.97 TRUE 0
"slat_f" "chr1" "rsf100217968" 109003188 50.97 TRUE 0
"slat_f" "chr1" "rsf100157213" 109805852 50.97 TRUE 0
"slat_f" "chr1" "rsf100017971" 110618414 50.97 TRUE 0
"slat_f" "chr1" "rsf100015744" 111513096 50.97 TRUE 0
"slat_f" "chr1" "rsf100015732" 111520989 50.97 TRUE 0
"slat_f" "chr1" "rsf100214882" 112715371 50.97 TRUE 0
"slat_f" "chr1" "rsf100162456" 114694504 50.97 TRUE 0
"slat_f" "chr1" "rsf100056043" 116028553 50.97 TRUE 0
"slat_f" "chr1" "rsf100180043" 118415271 51.38 TRUE 0
"slat_f" "chr1" "rsf100088353" 124774303 50.97 TRUE 0
"slat_f" "chr1" "rsf100236717" 125318997 50.97 TRUE 0
"slat_f" "chr1" "rsf100064749" 125340992 50.97 TRUE 0
"slat_f" "chr1" "rsf100218853" 125572382 50.97 TRUE 0
"slat_f" "chr1" "rsf100033704" 127289176 50.97 TRUE 0
"slat_f" "chr1" "rsf100099524" 128758225 50.97 TRUE 0
"slat_f" "chr1" "rsf100092802" 129896243 50.97 TRUE 0
"slat_f" "chr1" "rsf100075492" 130012068 50.97 TRUE 0
"slat_f" "chr1" "rsf100168643" 130675556 50.97 TRUE 0
"slat_f" "chr1" "rsf100029552" 130869892 50.97 TRUE 0
"slat_f" "chr1" "rsf100127961" 132082118 50.97 TRUE -0.01
"slat_f" "chr1" "rsf100039460" 132648657 50.97 TRUE -0.01
"slat_f" "chr1" "rsf100119378" 133016552 50.97 TRUE -0.01
"slat_f" "chr1" "rsf100227627" 133885064 50.97 TRUE -0.01
"slat_f" "chr1" "rsf100001325" 134478960 50.97 TRUE -0.01
"slat_f" "chr1" "rsf100001345" 134495108 50.97 TRUE -0.01
"slat_f" "chr1" "rsf100035453" 135440914 50.97 TRUE -0.01
"slat_f" "chr1" "rsf100116896" 136014085 50.97 TRUE -0.01
"slat_f" "chr1" "rsf100034616" 137120897 50.97 TRUE -0.01
"slat_f" "chr1" "rsf100124854" 138173105 50.97 TRUE -0.01
"slat_f" "chr1" "rsf100097269" 138218520 50.97 TRUE -0.01
"slat_f" "chr1" "rsf100178873" 141872304 50.97 TRUE -0.01
"slat_f" "chr1" "rsf100042779" 147504112 50.97 TRUE 0
"slat_f" "chr1" "rsf100006462" 147640982 50.86 TRUE 0
"slat_f" "chr1" "rsf100147747" 147897557 50.86 TRUE 0
"slat_f" "chr1" "rsf100113077" 149130001 50.86 TRUE -0.01
"slat_f" "chr1" "rsf100153183" 149297979 50.86 TRUE -0.01
"slat_f" "chr1" "rsf100153181" 149298317 50.86 TRUE -0.01
"slat_f" "chr1" "rsf100061492" 150630535 50.86 TRUE -0.02
"slat_f" "chr1" "rsf100080725" 153995997 50.86 TRUE -0.02
"slat_f" "chr1" "rsf100080709" 155247146 50.86 TRUE -0.01
"slat_f" "chr1" "rsf100036416" 155665924 50.86 TRUE 0
"slat_f" "chr1" "rsf100032848" 155871874 50.86 TRUE 0
"slat_f" "chr1" "rsf100032861" 155880278 50.86 TRUE 0
"slat_f" "chr1" "rsf100032869" 155883299 50.86 TRUE 0
"slat_f" "chr1" "rsf100031752" 156218600 50.86 TRUE 0
