chr	start	end	countMale	countFemale	ratioF_M	ratioM_F
chr1	48000000	49000000	72.71	48.32	0.664557832485215	1.50475993377483
chr1	49000000	50000000	79.22	59.71	0.753723807119414	1.32674593870373
chr1	50000000	51000000	77.21	76.73	0.993783188706126	1.00625570181155
chr1	51000000	52000000	74.78	53.41	0.714228403316395	1.40011233851339
chr1	52000000	53000000	76.54	61.21	0.799712568591586	1.25044927299461
chr1	53000000	54000000	77.17	77.32	1.0019437605287	0.998060010346612
chr1	54000000	55000000	77.54	53.62	0.691514057260769	1.44610220067139
chr1	55000000	56000000	74.05	34.29	0.463065496286293	2.15952172645086
chr1	56000000	57000000	77.97	49.1	0.629729383096063	1.58798370672098
chr1	57000000	58000000	75.82	62.84	0.828805064626748	1.20655633354551
chr1	58000000	59000000	76.62	79.23	1.03406421299922	0.967057932601287
chr1	59000000	60000000	75.1	79.5	1.05858854860186	0.944654088050314
chr1	60000000	61000000	70.04	81.15	1.15862364363221	0.86309303758472
chr1	61000000	62000000	72.63	77.85	1.07187112763321	0.932947976878613
chr1	62000000	63000000	74.26	74.09	0.997710746027471	1.00229450668106
chr1	63000000	64000000	79.83	87.96	1.10184141300263	0.907571623465211
chr1	64000000	65000000	83.38	74.95	0.89889661789398	1.11247498332221
chr1	65000000	66000000	78.49	81.13	1.03363485794369	0.967459632688278
chr1	66000000	67000000	72	48.97	0.680138888888889	1.47028793138656
chr1	67000000	68000000	79.93	62.34	0.779932440885775	1.28216233557908
chr1	68000000	69000000	74.79	42.93	0.574007220216606	1.74213836477987
chr1	69000000	70000000	76.12	34.88	0.458223857067788	2.18233944954128
chr1	70000000	71000000	80.65	85.04	1.05443273403596	0.948377234242709
chr1	71000000	72000000	77.71	87.73	1.1289409342427	0.885785934116038
chr1	72000000	73000000	71.67	77.75	1.08483326356914	0.921800643086817
chr1	73000000	74000000	77.43	119.53	1.54371690559215	0.64778716640174
chr1	74000000	75000000	77.84	79.73	1.02428057553957	0.976294995610184
chr1	75000000	76000000	74.11	80.77	1.08986641478883	0.9175436424415
chr1	76000000	77000000	74.22	101.17	1.36310967394233	0.733616684787981
chr1	77000000	78000000	82.98	109.89	1.32429501084599	0.755118755118755
chr1	78000000	79000000	77.9	94.75	1.21630295250321	0.822163588390501
chr1	79000000	80000000	77.46	85.01	1.09746966176091	0.911186919185978
chr1	80000000	81000000	79.81	93.65	1.17341185315123	0.852215696743193
chr1	81000000	82000000	59.1	71.33	1.20693739424704	0.828543389878032
chr1	82000000	82602506	61.63	65.3	1.05954892098004	0.943797856049005
chr1	82603006	83000000	61.63	65.3	1.05954892098004	0.943797856049005
chr1	83000000	84000000	73.67	74.69	1.0138455273517	0.986343553353863
chr1	84000000	85000000	74.59	65.21	0.874245877463467	1.14384296886981
chr1	85000000	86000000	71.59	59.4	0.8297248219025	1.20521885521886
chr1	86000000	87000000	72.07	51.03	0.708061606771195	1.41230648638056
chr1	87000000	88000000	75.51	41.92	0.555158257184479	1.80128816793893
chr1	88000000	89000000	74.82	66.7	0.891472868217054	1.12173913043478
chr1	89000000	90000000	71.93	60.16	0.836368691783678	1.19564494680851
chr1	90000000	91000000	76.32	38.15	0.499868972746331	2.00052424639581
chr1	91000000	92000000	76.91	72.44	0.941880119620335	1.0617062396466
chr1	92000000	93000000	71.79	51.88	0.722663323582672	1.38377023901311
chr1	93000000	94000000	79.72	54.11	0.678750627195183	1.47329513953059
chr1	94000000	95000000	82.22	53.96	0.656288007783994	1.52372127501853
chr1	95000000	96000000	80.21	83.97	1.04687694801147	0.955222103132071
chr1	96000000	97000000	76.49	88.7	1.15962870963525	0.862344983089064
chr1	97000000	98000000	71.67	74.58	1.0406027626622	0.960981496379727
chr1	98000000	99000000	72.84	45.36	0.622734761120264	1.60582010582011
chr1	99000000	100000000	76.11	92.4	1.21403232163973	0.823701298701299
chr1	100000000	101000000	78.86	41.55	0.526883083946234	1.89795427196149
chr1	101000000	102000000	79.15	67.09	0.847631080227416	1.17975853331346
chr1	102000000	103000000	74.48	61.81	0.829887218045113	1.20498301245753
chr1	103000000	104000000	78.91	86.1	1.09111646179191	0.916492450638792
chr1	104000000	105000000	73.85	83.31	1.12809749492214	0.886448205497539
chr1	105000000	106000000	79.93	97.72	1.22256974852996	0.817949242734343
chr1	106000000	107000000	72.28	76.67	1.06073602656336	0.942741619929568
chr1	107000000	108000000	75.97	78.18	1.02909043043307	0.971731900741878
chr1	108000000	109000000	76.49	80.77	1.05595502680089	0.947010028475919
chr1	109000000	110000000	80	93.24	1.1655	0.858000858000858
chr1	110000000	111000000	77.68	78.52	1.01081359423275	0.989302088639837
chr1	111000000	112000000	80.86	51.55	0.637521642344793	1.56857419980601
chr1	112000000	113000000	76.13	83.61	1.09825298830947	0.910537017103217
chr1	113000000	114000000	76.17	80.7	1.05947223316266	0.943866171003718
chr1	114000000	115000000	71.96	83.64	1.16231239577543	0.860353897656624
chr1	115000000	116000000	81.42	96.45	1.18459837877671	0.844167962674961
chr1	116000000	117000000	77.1	69.02	0.895201037613489	1.11706751666184
chr1	117000000	118000000	74.63	88.27	1.1827683237304	0.845474113515351
chr1	118000000	119000000	79.15	77.38	0.97763739734681	1.02287412768157
chr1	119000000	120000000	72.64	33.39	0.4596640969163	2.17550164719976
chr1	120000000	121000000	63.84	67.24	1.05325814536341	0.949434860202261
chr1	121000000	122000000	72.25	62.58	0.866159169550173	1.15452221156919
chr1	122000000	123000000	85.16	84.78	0.995537811178957	1.00448218919556
chr1	123000000	124000000	79.15	46.63	0.589134554643083	1.69740510401029
chr1	124000000	125000000	78.63	50.37	0.640595192674552	1.56104824300179
chr1	125000000	126000000	74.3	70.72	0.951816958277254	1.0506221719457
chr1	126000000	127000000	78.31	98	1.25143659813561	0.799081632653061
chr1	127000000	128000000	72.35	80.23	1.10891499654458	0.901782375669949
chr1	128000000	129000000	77.1	84.98	1.10220492866407	0.907272299364556
chr1	129000000	130000000	73.17	73.18	1.00013666803335	0.999863350642252
chr1	130000000	131000000	76.32	105.01	1.37591719077568	0.726787924959528
chr1	131000000	132000000	72.47	83.84	1.15689250724438	0.864384541984733
chr1	132000000	133000000	72.62	77.99	1.07394657119251	0.931145018592127
chr1	133000000	134000000	68.83	79.43	1.15400261513875	0.866549162784842
chr1	134000000	135000000	74.45	87.83	1.17971793149765	0.847660252761016
chr1	135000000	136000000	72.63	86.94	1.19702602230483	0.835403726708075
chr1	136000000	137000000	75.89	82.06	1.08130188430623	0.924811113819157
chr1	137000000	138000000	72.39	64	0.884100013814063	1.13109375
chr1	138000000	139000000	74.19	75.65	1.01967920204879	0.980700594844679
chr1	139000000	140000000	77.07	78.18	1.01440249124173	0.985801995395242
chr1	140000000	141000000	76.43	84.13	1.1007457804527	0.908474979198859
chr1	141000000	142000000	70.26	83.53	1.18886991175633	0.841134921585059
chr1	142000000	143000000	62.5	64.93	1.03888	0.962575080856307
chr1	143000000	144000000	74.91	93.03	1.24189026832199	0.805224121251209
chr1	144000000	145000000	74.15	84.08	1.13391773432232	0.881898192197907
chr1	145000000	146000000	72.43	84.27	1.1634681761701	0.859499228669752
chr1	146000000	147000000	75.44	82.08	1.08801696712619	0.919103313840156
chr1	147000000	148000000	74.42	84.71	1.13826928245095	0.878526738283556
chr1	148000000	149000000	74.92	82.51	1.10130806193273	0.908011150163616
chr1	149000000	150000000	75.63	78.96	1.04403014676716	0.957826747720365
chr1	150000000	151000000	73.95	81.5	1.10209601081812	0.907361963190184
chr1	151000000	152000000	75.77	93.11	1.22885046852316	0.813768660723875
chr1	152000000	153000000	77.62	85.36	1.09971656789487	0.909325210871603
chr1	153000000	154000000	74.46	96.1	1.29062583937685	0.774817898022893
chr1	154000000	155000000	79.48	99.09	1.24672873678913	0.802099101826622
chr1	155000000	156000000	77.91	90.12	1.15671929149018	0.864513981358189
chr1	156000000	157000000	73.94	80.84	1.09331890722207	0.914646214745176
chr1	157000000	158000000	75.43	75.08	0.995359936364841	1.00466169419286
chr1	158000000	159000000	76.23	74.19	0.973238882329791	1.02749696724626
chr1	159000000	160000000	74.53	65.34	0.876693948745472	1.14064891337619
chr1	160000000	161000000	75.61	84.65	1.11956090464224	0.893207324276432
chr1	161000000	162000000	76.81	80.02	1.04179143340711	0.959885028742814
chr1	162000000	163000000	78.45	55.99	0.71370299553856	1.40114306126094
chr1	163000000	164000000	75.33	35.94	0.477100756670649	2.09599332220367
chr1	164000000	165000000	82.22	60.8	0.739479445390416	1.35230263157895
chr1	165000000	166000000	80.08	42.58	0.531718281718282	1.88069516204791
chr1	166000000	167000000	82.67	53.63	0.648723841780573	1.54148797314936
chr1	167000000	168000000	81.8	71.64	0.875794621026895	1.14182021217197
chr1	168000000	169000000	88.66	84.18	0.949469884953756	1.05321929199335
chr1	169000000	170000000	91.23	57.97	0.635426942891593	1.57374504053821
chr1	170000000	171000000	39.69	61.07	1.53867472915092	0.649909939413787
chr1	171000000	172000000	43.27	71.86	1.66073492026808	0.60214305594211
chr1	172000000	172642971	48.96	70.26	1.43504901960784	0.696840307429547
chr1	172643183	172994316	48.96	70.26	1.43504901960784	0.696840307429547
chr1	173094316	173299380	7.75	17.65	2.27741935483871	0.439093484419263
chr1	173299380	173994213	73.52	89.22	1.21354733405876	0.824030486438018
chr1	173994313	174299380	73.52	89.22	1.21354733405876	0.824030486438018
chr1	174299380	175299380	73.44	82.02	1.11683006535948	0.895391367959034
chr1	175299380	176299380	74.78	79.03	1.05683337790853	0.94622295330887
chr1	176299380	176420972	70.87	30.78	0.4343163538874	2.30246913580247
chr1	176421072	177299380	70.87	30.78	0.4343163538874	2.30246913580247
chr1	177299380	178299380	72.39	43.26	0.597596353087443	1.67337031900139
chr1	178299380	179299380	69.55	39.07	0.561754133716751	1.78013821346302
chr1	179299380	180299380	83.42	68.02	0.815391992327979	1.22640399882388
chr1	180299380	181299380	72.35	47.26	0.653213545266068	1.53089293271265
chr1	181299380	182299380	70.24	47.6	0.677676537585421	1.47563025210084
chr1	182299380	183299380	69.71	59.86	0.858700329938316	1.16455061810892
chr1	183299380	184299380	70.35	36.73	0.522103766879886	1.91532806969779
chr1	184299380	184931056	72.89	44.68	0.612978460694197	1.63137869292748
chr1	184931556	185299380	72.89	44.68	0.612978460694197	1.63137869292748
chr1	185299380	186299380	69	27.53	0.398985507246377	2.50635670177988
chr1	186299380	187299380	71.47	54.64	0.764516580383378	1.30801610541728
chr1	187299380	188299380	71.89	45.78	0.636806231742941	1.57033639143731
chr1	188299380	189299380	68.73	81.93	1.19205587079878	0.838886854632003
chr1	189299380	190299380	73.16	101.95	1.39352104975396	0.717606669936243
chr1	190299380	191299380	68.87	56.17	0.815594598518949	1.22609934128538
chr1	191299380	192299380	67.63	34.04	0.50332692592045	1.98678025851939
chr1	192299380	193299380	68.65	34.55	0.503277494537509	1.98697539797395
chr1	193299380	194299380	70.32	46.42	0.660125142207054	1.51486428263679
chr1	194299380	195299380	69.06	37.77	0.546915725456125	1.82843526608419
chr1	195299380	195630996	239.83	98.75	0.41174998957595	2.4286582278481
chr1	195631096	196132351	239.83	98.75	0.41174998957595	2.4286582278481
chr1	196132451	196299380	239.83	98.75	0.41174998957595	2.4286582278481
chr1	196299380	197299380	85.75	78.06	0.910320699708455	1.09851396361773
chr1	197299380	197733379	84.18	49.23	0.584818246614398	1.70993296770262
chr1	197733879	198299380	84.18	49.23	0.584818246614398	1.70993296770262
chr1	198299380	198920102	52.14	90.6	1.73762945914845	0.575496688741722
chr1	198920202	199180225	52.14	90.6	1.73762945914845	0.575496688741722
chr1	199180725	199260193	52.14	90.6	1.73762945914845	0.575496688741722
chr1	199260693	199299380	52.14	90.6	1.73762945914845	0.575496688741722
chr1	199299380	199726115	307.43	62.16	0.202192368994568	4.94578507078507
chr1	199726215	200299380	307.43	62.16	0.202192368994568	4.94578507078507
chr1	200299380	200709490	96.64	45.65	0.472371688741722	2.11697699890471
chr2	1	435561	224.72	386.68	1.72071911712353	0.581152374056067
chr2	436061	1000000	224.72	386.68	1.72071911712353	0.581152374056067
chr2	1000000	1212962	98.17	59.72	0.608332484465723	1.64383791024782
chr2	1213462	1463624	98.17	59.72	0.608332484465723	1.64383791024782
chr2	1464124	2000000	98.17	59.72	0.608332484465723	1.64383791024782
chr2	2000000	2086294	64.09	66.5	1.03760337026057	0.963759398496241
chr2	2086394	3000000	64.09	66.5	1.03760337026057	0.963759398496241
chr2	3000000	4000000	76.22	57.54	0.754919968512202	1.32464372610358
chr2	4000000	5000000	68.03	48.8	0.717330589445833	1.39405737704918
chr2	5000000	6000000	60.35	32.79	0.543330571665286	1.84050015248551
chr2	6000000	7000000	72.1	53.74	0.745353675450763	1.34164495720134
chr2	7000000	8000000	66.65	60.09	0.901575393848462	1.10916957896489
chr2	8000000	9000000	68.35	63.45	0.928310168251646	1.07722616233255
chr2	9000000	10000000	61.09	61.77	1.01113111802259	0.988991419783066
chr2	10000000	11000000	69.27	71.72	1.03536884654251	0.965839375348578
chr2	11000000	12000000	69.61	51.45	0.739117942824307	1.35296404275996
chr2	12000000	13000000	66.94	59.84	0.893934867045115	1.11864973262032
chr2	13000000	14000000	68	67.15	0.9875	1.0126582278481
chr2	14000000	15000000	73.98	68.75	0.929305217626385	1.07607272727273
chr2	15000000	16000000	68.42	53.99	0.789096755334697	1.26727171698463
chr2	16000000	17000000	71.3	58.86	0.825525946704067	1.21134896364254
chr2	17000000	18000000	71.49	59.3	0.82948664148832	1.20556492411467
chr2	18000000	19000000	72.14	72.49	1.00485167729415	0.995171747827287
chr2	19000000	20000000	69.89	61.74	0.883388181427958	1.13200518302559
chr2	20000000	21000000	67.03	64.74	0.965836192749515	1.03537225826382
chr2	21000000	22000000	71.78	69.68	0.970743939816105	1.03013777267509
chr2	22000000	23000000	71.53	73.53	1.02796029637914	0.972800217598259
chr2	23000000	24000000	67.69	60.07	0.887427980499335	1.12685200599301
chr2	24000000	25000000	70.4	64.47	0.915767045454545	1.09198076624787
chr2	25000000	26000000	67.72	63.74	0.941228588304784	1.06244116724192
chr2	26000000	27000000	66.97	64.33	0.960579363894281	1.0410383957718
chr2	27000000	28000000	67.26	66.04	0.981861433244127	1.01847365233192
chr2	28000000	29000000	67.92	70.22	1.03386336866902	0.967245798917687
chr2	29000000	30000000	67.45	66.14	0.980578206078577	1.01980647112186
chr2	30000000	31000000	64.7	54.73	0.845904173106646	1.18216700164444
chr2	31000000	31612287	66.98	49.69	0.741863242759032	1.34795733547998
chr2	31702663	32000000	66.98	49.69	0.741863242759032	1.34795733547998
chr2	32000000	33000000	67.5	57.76	0.855703703703704	1.16862880886427
chr2	33000000	34000000	68.78	58.48	0.85024716487351	1.17612859097127
chr2	34000000	35000000	67.24	68.09	1.01264128494944	0.987516522249963
chr2	35000000	36000000	70.1	54.16	0.772610556348074	1.29431314623338
chr2	36000000	37000000	73.33	63.84	0.870585026592118	1.14865288220551
chr2	37000000	38000000	76.32	68.08	0.892033542976939	1.12103407755582
chr2	38000000	39000000	66.58	63.93	0.960198257735056	1.04145158767402
chr2	39000000	40000000	76.76	77.98	1.01589369463262	0.984354962810977
chr2	40000000	41000000	68.06	84.3	1.23861298853952	0.807354685646501
chr2	41000000	42000000	67.84	76.65	1.12986438679245	0.885061969993477
chr2	42000000	43000000	69.13	75.01	1.08505713872414	0.921610451939741
chr2	43000000	44000000	70.15	71.39	1.01767640769779	0.982630620535089
chr2	44000000	45000000	65.56	61.21	0.933648566198902	1.0710668191472
chr2	45000000	46000000	68.01	66.74	0.981326275547713	1.01902906802517
chr2	46000000	47000000	64.43	70.86	1.0997982306379	0.909257691222128
chr2	47000000	47793933	86.12	101.79	1.18195541105434	0.846055604676294
chr2	47794433	48000000	86.12	101.79	1.18195541105434	0.846055604676294
chr2	48000000	49000000	70.98	88.01	1.23992673992674	0.806499261447563
chr2	49000000	50000000	72.5	76.99	1.06193103448276	0.94168073775815
chr2	50000000	51000000	74.69	71.5	0.957290132547865	1.04461538461538
chr2	51000000	52000000	80.27	104.9	1.30683941696773	0.765204957102002
chr2	52000000	53000000	76.98	102.46	1.3309950636529	0.751317587351161
chr2	53000000	54000000	75.62	90.93	1.20245966675483	0.83162872539316
chr2	54000000	55000000	71.98	91.13	1.26604612392331	0.789860638648085
chr2	55000000	56000000	73.57	100.25	1.36264781840424	0.733865336658354
chr2	56000000	57000000	70.79	66.33	0.936996750953524	1.06723955977687
chr2	57000000	57639363	71.92	75.49	1.04963848720801	0.952708968075242
chr2	57640381	58000000	71.92	75.49	1.04963848720801	0.952708968075242
chr2	58000000	59000000	68.76	82.82	1.20447934845841	0.830234242936489
chr2	59000000	60000000	71.57	90.22	1.26058404359368	0.79328308579029
chr2	60000000	61000000	68.95	88	1.27628716461204	0.783522727272727
chr2	61000000	62000000	72.28	95.23	1.31751521859436	0.759004515383808
chr2	62000000	63000000	69.24	88.03	1.27137492778741	0.786550039759173
chr2	63000000	64000000	69.04	85.41	1.23710892236385	0.808336260391055
chr2	64000000	65000000	70.89	74.77	1.05473268444068	0.948107529757924
chr2	65000000	66000000	73.61	121.61	1.65208531449531	0.605295617136749
chr2	66000000	67000000	71.41	62.15	0.870326284834057	1.1489943684634
chr2	67000000	68000000	72.01	76.75	1.06582419108457	0.938241042345277
chr2	68000000	69000000	69.46	86.69	1.24805643535848	0.801245818433499
chr2	69000000	69742091	73.2	87.37	1.19357923497268	0.837816184044867
chr2	69773118	70000000	73.2	87.37	1.19357923497268	0.837816184044867
chr2	70000000	71000000	73.19	87.87	1.20057384888646	0.832935017639695
chr2	71000000	72000000	72.34	94.76	1.30992535250207	0.763402279442803
chr2	72000000	73000000	77.41	99.54	1.28588037721225	0.777677315651999
chr2	73000000	74000000	75.18	100.49	1.3366586858207	0.748134142700766
chr2	74000000	75000000	73.18	89.72	1.22601803771522	0.815648684797147
chr2	75000000	76000000	66.97	85.54	1.27728833806182	0.782908580780921
chr2	76000000	77000000	73.72	91.79	1.24511665762344	0.803137596688092
chr2	77000000	78000000	73.26	99.02	1.35162435162435	0.739850535245405
chr2	78000000	79000000	70.02	88.84	1.26878034847187	0.788158487167942
chr2	79000000	80000000	69.64	83.52	1.19931074095347	0.833812260536399
chr2	80000000	81000000	69.8	90.8	1.30085959885387	0.768722466960352
chr2	81000000	82000000	71.22	82.62	1.16006739679865	0.862018881626725
chr2	82000000	83000000	67.67	83.23	1.22993941185163	0.813048179742881
chr2	83000000	84000000	71.94	80.72	1.12204614956909	0.891228939544103
chr2	84000000	85000000	67.48	81.87	1.21324836988737	0.824233540979602
chr2	85000000	86000000	70.67	89.77	1.27027027027027	0.787234042553192
chr2	86000000	87000000	68.64	87.95	1.28132284382284	0.780443433769187
chr2	87000000	88000000	64.99	83.95	1.29173719033697	0.774151280524121
chr2	88000000	89000000	69.61	96.06	1.37997414164632	0.724651259629398
chr2	89000000	90000000	66.03	83.21	1.26018476450098	0.793534430957818
chr2	90000000	91000000	68.52	82.82	1.2086981903094	0.827336392175803
chr2	91000000	92000000	74.66	90.89	1.2173854808465	0.821432500825173
chr2	92000000	93000000	71.58	95.6	1.33556859457949	0.748744769874477
chr2	93000000	94000000	70.39	86.56	1.22972013070038	0.813193160813309
chr2	94000000	95000000	71.95	91.73	1.27491313412092	0.784367164504524
chr2	95000000	96000000	68.28	83.26	1.21939074399531	0.820081671871247
chr2	96000000	97000000	73.04	93.19	1.27587623220153	0.78377508316343
chr2	97000000	98000000	75.55	87.08	1.15261416280609	0.867593017914561
chr2	98000000	99000000	69.86	84.93	1.21571714858288	0.822559755092429
chr2	99000000	100000000	71.18	87.99	1.23616184321439	0.808955563132174
chr2	100000000	101000000	67.38	87.4	1.29712080736124	0.770938215102975
chr2	101000000	102000000	75.32	89.76	1.19171534784918	0.839126559714795
chr2	102000000	103000000	71.25	83.9	1.17754385964912	0.8492252681764
chr2	103000000	104000000	76.3	104.39	1.36815203145478	0.730912922693745
chr2	104000000	105000000	65.84	78.83	1.1972964763062	0.835215019662565
chr2	105000000	105384655	59.14	90.47	1.52975989178221	0.653697358240301
chr2	105385155	106000000	59.14	90.47	1.52975989178221	0.653697358240301
chr2	106000000	107000000	71.6	91.17	1.27332402234637	0.785346056816935
chr2	107000000	108000000	77.88	95.87	1.23099640472522	0.812350057369354
chr2	108000000	109000000	72.36	96.91	1.33927584300719	0.74667217005469
chr2	109000000	110000000	69.82	92.71	1.32784302492123	0.753101067845971
chr2	110000000	111000000	68.15	82.22	1.20645634629494	0.828873753344685
chr2	111000000	112000000	77.06	86.34	1.12042564235661	0.892517952281677
chr2	112000000	113000000	72.31	88.96	1.23025860876781	0.812837230215827
chr2	113000000	114000000	74.9	98.94	1.32096128170895	0.757024459268243
chr2	114000000	115000000	81.26	95.84	1.17942407088358	0.847871452420701
chr2	115000000	116000000	72.4	76.2	1.0524861878453	0.9501312335958
chr2	116000000	117000000	72.37	67.88	0.937957717286168	1.0661461402475
chr2	117000000	118000000	71.84	61.13	0.850918708240535	1.17520039260592
chr2	118000000	119000000	75.1	85.87	1.14340878828229	0.874577850238733
chr2	119000000	120000000	72.02	89.3	1.23993335184671	0.806494960806271
chr2	120000000	121000000	74.21	95.74	1.29012262498316	0.775120116983497
chr2	121000000	122000000	78.78	95.63	1.21388677329271	0.823800062741817
chr2	122000000	123000000	72.57	101.02	1.39203527628497	0.71837259948525
chr2	123000000	124000000	73.69	103.47	1.40412539014792	0.712187107374118
chr2	124000000	125000000	74.22	101.75	1.37092427917004	0.729434889434889
chr2	125000000	126000000	70.73	93.05	1.31556623780574	0.76012896292316
chr2	126000000	127000000	75.95	92.52	1.2181698485846	0.820903588413316
chr2	127000000	128000000	67.9	82.2	1.21060382916053	0.826034063260341
chr2	128000000	129000000	73.4	73.57	1.00231607629428	0.997689275519913
chr2	129000000	130000000	75	77.2	1.02933333333333	0.971502590673575
chr2	130000000	131000000	66.47	79.49	1.1958778396269	0.83620581205183
chr2	131000000	132000000	74.79	90.19	1.20590988100013	0.829249362457035
chr2	132000000	133000000	76.17	72.61	0.953262439280557	1.04902905935822
chr2	133000000	134000000	76.45	83.72	1.09509483322433	0.913162924032489
chr2	134000000	135000000	76.47	76.56	1.00117693213025	0.998824451410658
chr2	135000000	136000000	67.38	65.87	0.977589789254972	1.0229239410961
chr2	136000000	137000000	73.33	85.52	1.16623482885586	0.857460243217961
chr2	137000000	138000000	79.52	82.96	1.04325955734406	0.958534233365477
chr2	138000000	139000000	69.74	57.87	0.829796386578721	1.20511491273544
chr2	139000000	140000000	69.63	56.7	0.814304179233089	1.22804232804233
chr2	140000000	141000000	73.81	62.74	0.850020322449533	1.17644246094995
chr2	141000000	142000000	73.79	71.25	0.965577991597777	1.03564912280702
chr2	142000000	143000000	67.96	63.19	0.929811653914067	1.07548662763095
chr2	143000000	143896180	70.89	61.17	0.862886161658908	1.15890142226582
chr2	143996180	144645365	62.83	64.58	1.0278529364953	0.972901827191081
chr2	144645365	145645365	70.61	81.85	1.15918425152245	0.862675626145388
chr2	145645365	146645365	71.54	85.41	1.19387755102041	0.837606837606838
chr2	146645365	147645365	75.17	81.86	1.08899827058667	0.918275103835817
chr2	147645365	147795269	63.78	76.43	1.1983380370022	0.834489074970561
chr2	147869072	148645365	63.78	76.43	1.1983380370022	0.834489074970561
chr2	148645365	149645365	73.03	69.33	0.949335889360537	1.05336795038223
chr2	149645365	150645365	69.8	78.85	1.12965616045845	0.885225110970197
chr2	150645365	151645365	73.36	80	1.09051254089422	0.917
chr2	151645365	152645365	67.9	60.8	0.895434462444772	1.11677631578947
chr2	152645365	153645365	71.85	69.83	0.971885873347251	1.02892739510239
chr2	153645365	154645365	70.22	68.99	0.982483622899459	1.01782867082186
