pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_hudson_fst	no_snps
FRA1	BEL1	chr1	8626397	8626517	0.5064935064935064	3
FRA1	BEL1	chr1	8673526	8673646	0.3615424430641822	7
FRA1	BEL1	chr1	8854550	8854675	0.1538461538461538	4
FRA1	BEL1	chr1	9315893	9316013	0.1179035355246808	13
FRA1	BEL1	chr1	9316133	9316258	0.1292517006802721	9
FRA1	BEL1	chr1	9651241	9651361	0.2327914910696367	9
FRA1	BEL1	chr1	9671087	9671229	0.1328299512348592	10
FRA1	BEL1	chr1	9695741	9695908	0.2280166641868769	13
FRA1	BEL1	chr1	9920253	9920378	0.1649155722326453	8
FRA1	BEL1	chr1	9920471	9920591	0.1782312925170068	10
FRA1	BEL1	chr1	10022559	10022679	0.0765163314493286	8
FRA1	BEL1	chr1	10023500	10023623	0.0909090909090908	8
FRA1	BEL1	chr1	10206749	10206874	0.1176470588235294	10
FRA1	BEL1	chr1	10207004	10207124	0.3687078109932498	7
FRA1	BEL1	chr1	10345509	10345629	0.0	1
FRA1	BEL1	chr1	10506187	10506312	0.0635451505016723	5
FRA1	BEL1	chr1	10506557	10506758	0.3853695324283559	5
FRA1	BEL1	chr1	10506993	10507118	0.5454545454545455	4
FRA1	BEL1	chr1	10545523	10545648	0.2142857142857143	4
FRA1	BEL1	chr1	10545828	10545948	0.066193853427896	5
FRA1	BEL1	chr1	10660061	10660172	0.2314937140421905	12
FRA1	BEL1	chr1	10707530	10707650	NA	3
FRA1	BEL1	chr1	10869718	10869843	0.0784095904095904	10
FRA1	BEL1	chr1	10870031	10870151	0.3432830983633123	9
FRA1	BEL1	chr1	10891686	10891806	0.3333333333333333	1
FRA1	BEL1	chr1	11032918	11033038	NA	1
FRA1	BEL1	chr1	11718725	11718855	0.0	2
FRA1	BEL1	chr1	11729689	11729809	0.1869717624148004	10
FRA1	BEL1	chr1	11950555	11950676	0.6285615431191073	11
FRA1	BEL1	chr1	12369454	12369575	0.0012406947890818	4
FRA1	BEL1	chr1	12369655	12369775	0.6621082621082621	3
FRA1	BEL1	chr1	12419286	12419406	0.1428571428571429	1
FRA1	BEL1	chr1	12440697	12440822	0.2218670076726343	2
FRA1	BEL1	chr1	12440947	12441067	0.4308403361344537	7
FRA1	BEL1	chr1	12682979	12683099	0.3369963369963369	7
FRA1	BEL1	chr1	12872266	12872374	0.3874566764234014	8
FRA1	BEL1	chr1	13072364	13072484	0.2909090909090909	3
FRA1	BEL1	chr1	13072651	13072776	-0.0171428571428571	3
FRA1	BEL1	chr1	13656928	13657047	0.069094304388422	10
FRA1	BEL1	chr1	13657194	13657319	0.1654135338345864	9
FRA1	BEL1	chr1	13799673	13799793	0.3977560622511762	15
FRA1	BEL1	chr1	13799853	13799978	0.445181428014046	13
FRA1	BEL1	chr1	14318308	14318428	0.2666666666666667	3
FRA1	BEL1	chr1	14436948	14437073	0.0	5
FRA1	BEL1	chr1	14437132	14437252	0.4475619618476761	12
FRA1	BEL1	chr1	14722002	14722122	0.2717582547123983	9
FRA1	BEL1	chr1	14722175	14722300	0.412987012987013	6
FRA1	BEL1	chr1	15502104	15502229	0.2374188311688311	23
FRA1	BEL1	chr1	16753325	16753445	0.1142857142857142	5
FRA1	BEL1	chr1	16753589	16753714	0.2316369761625236	6
FRA1	BEL1	chr1	17031362	17031487	0.3492063492063492	4
FRA1	BEL1	chr1	17055798	17055918	0.0606060606060605	5
FRA1	BEL1	chr1	17056056	17056181	NA	2
FRA1	BEL1	chr1	17076112	17076230	0.9753086419753086	9
FRA1	BEL1	chr1	17240917	17241042	0.1848739495798319	8
FRA1	BEL1	chr1	17241162	17241282	NA	2
FRA1	BEL1	chr1	18010210	18010340	0.2574162679425837	10
FRA1	BEL1	chr1	18052031	18052151	0.1913023363405043	10
FRA1	BEL1	chr1	18052375	18052500	0.4617375899796648	14
FRA1	BEL1	chr1	18218397	18218517	0.3125585754451734	10
FRA1	BEL1	chr1	18240706	18240831	0.21945025592442	11
FRA1	BEL1	chr1	18294167	18294292	0.6530612244897959	8
FRA1	BEL1	chr1	18294431	18294551	0.2441700960219478	10
FRA1	BEL1	chr1	18349099	18349219	0.1288014311270125	3
FRA1	BEL1	chr1	18468128	18468248	0.279057239057239	13
FRA1	BEL1	chr1	18693392	18693519	0.2940705128205128	15
FRA1	BEL1	chr1	19006207	19006332	0.1915897435897436	10
FRA1	BEL1	chr1	19328934	19329054	0.368341138983341	12
FRA1	BEL1	chr1	19471578	19471702	0.1100415923945335	14
FRA1	BEL1	chr1	19471831	19471998	0.094466436712426	11
FRA1	BEL1	chr1	19539016	19539141	0.527114020731042	7
FRA1	BEL1	chr1	19539325	19539450	0.2381809806959507	9
FRA1	BEL1	chr1	19670524	19670646	0.2222222222222222	4
FRA1	BEL1	chr1	19798366	19798551	0.1117988394584139	10
FRA1	BEL1	chr1	19798843	19798964	-0.0056465273856578	6
FRA1	BEL1	chr1	19820946	19821067	0.1047399124939231	13
FRA1	BEL1	chr1	20199635	20199755	0.1130434782608696	6
FRA1	BEL1	chr1	20199869	20199994	0.8066666666666666	4
FRA1	BEL1	chr1	20214340	20214460	0.3221303948576675	8
FRA1	BEL1	chr1	20339148	20339273	0.2624543597994925	9
FRA1	BEL1	chr1	20534403	20534524	0.0	1
FRA1	BEL1	chr1	20534923	20535043	0.2060341405319571	15
FRA1	BEL1	chr1	21361462	21361582	0.2691674580563469	10
FRA1	BEL1	chr1	21361690	21361815	0.2109604910675971	19
FRA1	BEL1	chr1	21400004	21400129	0.8421052631578947	7
FRA1	BEL1	chr1	21400341	21400450	0.2148337595907928	5
FRA1	BEL1	chr1	21401993	21402118	-0.0424959655728885	4
FRA1	BEL1	chr1	21402307	21402427	0.0126984126984127	4
FRA1	BEL1	chr1	21634449	21634574	0.7482517482517482	10
FRA1	BEL1	chr1	21691938	21692054	0.0168855534709193	7
FRA1	BEL1	chr1	21692413	21692532	0.2961672473867596	3
FRA1	BEL1	chr1	22205727	22205852	0.4972441888329738	6
FRA1	BEL1	chr1	22206090	22206233	0.257824910622615	23
FRA1	BEL1	chr1	22745968	22746088	0.2222222222222221	3
FRA1	BEL1	chr1	22868663	22868788	0.4396418396418396	9
FRA1	BEL1	chr1	22893677	22893790	0.5160938352427713	7
FRA1	BEL1	chr1	22928432	22928557	0.0909090909090909	5
FRA1	BEL1	chr1	22928602	22928749	0.1454545454545454	8
FRA1	BEL1	chr1	22928907	22929032	0.0	2
FRA1	BEL1	chr1	23794956	23795076	0.1112929623567921	7
FRA1	BEL1	chr1	24555063	24555182	-0.0175634234736549	7
FRA1	BEL1	chr1	24555304	24555428	0.4002143367468445	8
FRA1	BEL1	chr1	24556187	24556306	0.5257142857142857	8
FRA1	BEL1	chr1	24813545	24813665	0.1699618029029793	11
FRA1	BEL1	chr1	24943399	24943524	0.2473544973544973	6
FRA1	BEL1	chr1	25105388	25105512	0.8469387755102041	2
FRA1	BEL1	chr1	25350395	25350545	0.3382352941176471	11
FRA1	BEL1	chr1	25350763	25350880	0.0551495016611295	16
FRA1	BEL1	chr1	25402770	25402889	0.8636363636363636	16
FRA1	BEL1	chr1	25459001	25459126	0.1714285714285714	6
FRA1	BEL1	chr1	25556836	25556956	0.0	7
FRA1	BEL1	chr1	25557040	25557165	0.888888888888889	2
FRA1	BEL1	chr1	25588496	25588616	0.4065316406628549	12
FRA1	BEL1	chr1	26928641	26928766	0.308076923076923	21
FRA1	BEL1	chr1	27032315	27032440	0.1851851851851852	15
FRA1	BEL1	chr1	27668208	27668319	0.5775628626692456	11
FRA1	BEL1	chr1	27707977	27708089	0.0	2
FRA1	BEL1	chr1	27817977	27818088	0.4543062200956937	6
FRA1	BEL1	chr1	28115554	28115674	0.0472045028142589	6
FRA1	BEL1	chr1	28115847	28115972	0.3076923076923076	2
FRA1	BEL1	chr1	28206175	28206317	0.2296650717703348	3
FRA1	BEL1	chr1	28266026	28266151	0.0385772913816689	10
FRA1	BEL1	chr1	28266423	28266543	0.0347987616099071	7
FRA1	BEL1	chr1	28806314	28806438	0.4220396647581113	12
FRA1	BEL1	chr1	28806575	28806695	0.3418678096097451	11
FRA1	BEL1	chr1	29175325	29175437	0.0301961862768208	10
FRA1	BEL1	chr1	29422535	29422655	0.3661038734826506	17
FRA1	BEL1	chr1	29867790	29867915	0.109090909090909	7
FRA1	BEL1	chr1	29996591	29996716	0.0762015762015762	10
FRA1	BEL1	chr1	29996824	29996941	0.0521310918661911	14
FRA1	BEL1	chr1	30392931	30393050	NA	1
FRA1	BEL1	chr1	30410132	30410252	0.4827316874384487	17
FRA1	BEL1	chr1	30410402	30410527	0.3015873015873016	13
FRA1	BEL1	chr1	30480272	30480388	0.6554621848739497	3
FRA1	BEL1	chr1	30533000	30533125	0.3432070417145044	9
FRA1	BEL1	chr1	30533347	30533557	0.3468468468468468	14
FRA1	BEL1	chr1	30533823	30533948	0.3822742474916388	11
FRA1	BEL1	chr1	30550196	30550330	0.2264717364672939	14
FRA1	BEL1	chr1	31074759	31074879	0.2394897393233499	14
FRA1	BEL1	chr1	31153909	31154029	0.3938469547110879	12
FRA1	BEL1	chr1	31707093	31707218	-0.0165548736977308	11
FRA1	BEL1	chr1	31813155	31813270	0.8949938949938949	7
FRA1	BEL1	chr1	31813474	31813593	0.8265659427132516	12
FRA1	BEL1	chr1	31843126	31843251	0.3966632618318012	9
FRA1	BEL1	chr1	31843304	31843437	0.0307692307692307	6
FRA1	BEL1	chr1	32261386	32261511	0.4516017316017315	6
FRA1	BEL1	chr1	32809201	32809322	0.4984506418769366	16
FRA1	BEL1	chr1	32924260	32924380	0.5304659498207884	19
FRA1	BEL1	chr1	33193594	33193714	0.2264550264550264	7
FRA1	BEL1	chr1	33193844	33193969	0.7675894353580304	7
FRA1	BEL1	chr1	33286715	33286840	0.015166750460868	9
FRA1	BEL1	chr1	33286964	33287083	0.1375661375661375	9
FRA1	BEL1	chr1	33381505	33381668	0.1602168016834761	24
FRA1	BEL1	chr1	33381804	33381924	0.1538461538461538	5
FRA1	BEL1	chr1	33593613	33593733	0.4760330578512396	7
FRA1	BEL1	chr1	33593865	33593990	0.0	4
FRA1	BEL1	chr1	33781876	33782001	0.1019283746556473	4
FRA1	BEL1	chr1	33782093	33782213	0.7070707070707071	9
FRA1	BEL1	chr1	34728245	34728370	0.060421286031042	7
FRA1	BEL1	chr1	34728535	34728655	0.0887522446536431	9
FRA1	BEL1	chr1	34800609	34800729	0.7966101694915255	1
FRA1	BEL1	chr1	34800803	34800928	0.4976827094474153	4
FRA1	BEL1	chr1	35254207	35254327	0.4984506418769366	13
FRA1	BEL1	chr1	35572886	35573011	0.1579968418678095	3
FRA1	BEL1	chr1	35573099	35573219	0.0769230769230768	4
FRA1	BEL1	chr1	35818780	35818908	0.2053251855085115	19
FRA1	BEL1	chr1	35819115	35819232	0.434453781512605	17
FRA1	BEL1	chr1	35995926	35996067	0.4194874451284708	15
FRA1	BEL1	chr1	36162785	36162907	0.0452488687782805	2
FRA1	BEL1	chr1	36276329	36276448	0.1726508785332315	5
FRA1	BEL1	chr1	36276619	36276744	0.0535117056856186	6
FRA1	BEL1	chr1	37140384	37140509	0.4444444444444443	2
FRA1	BEL1	chr1	37140575	37140811	0.6889253358325524	9
FRA1	BEL1	chr1	37141004	37141129	0.1298701298701298	2
FRA1	BEL1	chr1	37708054	37708174	0.8285714285714286	3
FRA1	BEL1	chr1	37864909	37865029	0.3821271430738886	6
FRA1	BEL1	chr1	37865217	37865342	0.3748114630467572	6
FRA1	BEL1	chr1	38459180	38459292	0.5714285714285714	3
FRA1	BEL1	chr1	38557808	38557928	0.1668449197860962	6
FRA1	BEL1	chr1	38659279	38659399	0.1538461538461538	4
FRA1	BEL1	chr1	38659495	38659620	0.3856837606837607	6
FRA1	BEL1	chr1	38982659	38982779	0.0534759358288769	7
FRA1	BEL1	chr1	38982796	38982921	0.2098255280073461	13
FRA1	BEL1	chr1	39474165	39474283	0.3673469387755102	4
FRA1	BEL1	chr1	39536593	39536713	0.0285714285714286	10
FRA1	BEL1	chr1	39568876	39569001	-0.0303030303030303	4
FRA1	BEL1	chr1	39624660	39624785	0.1757575757575757	11
FRA1	BEL1	chr1	39635556	39635676	0.5091871091871093	13
FRA1	BEL1	chr1	39635825	39635950	0.5651834504293521	8
FRA1	BEL1	chr1	39710092	39710206	0.6292307692307691	7
FRA1	BEL1	chr1	39737051	39737197	0.6666666666666667	1
FRA1	BEL1	chr1	39743379	39743499	0.3625781625781626	13
FRA1	BEL1	chr1	39780483	39780602	0.1805555555555555	6
FRA1	BEL1	chr1	39780914	39781033	0.1821946169772256	8
FRA1	BEL1	chr1	39838937	39839056	-0.00944669365722	8
FRA1	BEL1	chr1	39969756	39969897	0.019856043683296	5
FRA1	BEL1	chr1	39969899	39970094	NA	2
FRA1	BEL1	chr1	40122866	40122986	0.1578947368421052	10
FRA1	BEL1	chr1	41123346	41123466	0.3423799582463464	15
FRA1	BEL1	chr1	41313022	41313231	0.2170542635658915	5
FRA1	BEL1	chr1	42243177	42243302	0.4872395129905858	17
FRA1	BEL1	chr1	42243402	42243521	0.4854955989284348	18
FRA1	BEL1	chr1	42493329	42493454	NA	1
FRA1	BEL1	chr1	42777833	42777953	0.7266955266955267	6
FRA1	BEL1	chr1	42985610	42985730	0.0	4
FRA1	BEL1	chr1	42985944	42986069	0.2855721393034826	5
FRA1	BEL1	chr1	43128961	43129081	0.5758754863813228	10
FRA1	BEL1	chr1	43137097	43137222	0.5841217605923489	7
FRA1	BEL1	chr1	43137356	43137476	0.5323460852872617	7
FRA1	BEL1	chr1	43359300	43359420	0.2571756601607348	8
FRA1	BEL1	chr1	43622437	43622562	0.597263273125342	10
FRA1	BEL1	chr1	43622721	43622875	0.4964590964590964	15
FRA1	BEL1	chr1	43693788	43693908	0.1999999999999999	1
FRA1	BEL1	chr1	43693990	43694115	0.4258859784283513	5
FRA1	BEL1	chr1	43894173	43894293	0.5327422859626249	7
FRA1	BEL1	chr1	44068349	44068469	0.2754607177497575	10
FRA1	BEL1	chr1	44473654	44473774	0.4441408974657055	10
FRA1	BEL1	chr1	44474003	44474128	0.389715039191268	17
FRA1	BEL1	chr1	45230059	45230184	0.0	2
FRA1	BEL1	chr1	45230291	45230411	0.2884615384615384	3
FRA1	BEL1	chr1	45231288	45231413	0.9153926533236876	9
FRA1	BEL1	chr1	45231571	45231691	0.5540065528876716	5
FRA1	BEL1	chr1	45401158	45401271	0.6561983471074381	12
FRA1	BEL1	chr1	45401530	45401650	0.3727272727272727	5
FRA1	BEL1	chr1	45416860	45416980	0.5301300981722403	11
FRA1	BEL1	chr1	45576042	45576169	0.4365375418460067	7
FRA1	BEL1	chr1	45576324	45576444	0.3483660130718954	6
FRA1	BEL1	chr1	45749397	45749522	0.1396449704142011	11
FRA1	BEL1	chr1	45749755	45749874	0.1298888162197515	19
FRA1	BEL1	chr1	45843079	45843198	1.0	2
FRA1	BEL1	chr1	45843303	45843428	0.1818181818181817	1
FRA1	BEL1	chr1	46790914	46791034	0.2926829268292683	11
FRA1	BEL1	chr1	47671409	47671534	0.7391304347826086	4
FRA1	BEL1	chr1	47671647	47671767	0.8848484848484848	9
FRA1	BEL1	chr1	48209273	48209393	0.8768768768768769	5
FRA1	BEL1	chr1	48211391	48211516	0.2652187867765058	14
FRA1	BEL1	chr1	48211890	48212010	0.3108585858585859	16
FRA1	BEL1	chr1	48530966	48531085	0.8325358851674641	2
FRA1	BEL1	chr1	48678567	48678692	0.4603197887633857	13
FRA1	BEL1	chr1	48681627	48681747	0.7771428571428571	5
FRA1	BEL1	chr1	48681809	48681934	0.5853884946668453	10
FRA1	BEL1	chr1	48822938	48823063	0.707231040564374	10
FRA1	BEL1	chr1	48823279	48823399	0.2706935123042506	6
FRA1	BEL1	chr1	48995520	48995640	0.3851851851851852	22
FRA1	BEL1	chr1	49213497	49213617	0.3373737373737374	12
FRA1	BEL1	chr1	49213818	49213942	0.5816091954022988	16
FRA1	BEL1	chr1	49426815	49426935	0.1955555555555555	14
FRA1	BEL1	chr1	49427075	49427200	0.3625730994152045	15
FRA1	BEL1	chr1	49509771	49509891	0.5507094062007357	6
FRA1	BEL1	chr1	49581205	49581336	0.1554599246906939	3
FRA1	BEL1	chr1	49976622	49976732	0.2575757575757575	5
FRA1	BEL1	chr1	49976871	49976994	0.5635064389162749	12
FRA1	BEL1	chr1	50325712	50325948	0.8014354066985645	3
FRA1	BEL1	chr1	50326034	50326159	0.1736811816612315	3
FRA1	BEL1	chr1	50383314	50383430	0.92991452991453	12
FRA1	BEL1	chr1	50383660	50383784	0.5085508550855086	12
FRA1	BEL1	chr1	50459630	50459755	0.0487430784828554	10
FRA1	BEL1	chr1	50460340	50460463	0.4999999999999999	5
FRA1	BEL1	chr1	50671152	50671277	0.2572922089422473	16
FRA1	BEL1	chr1	50671369	50671489	0.2075904132641721	17
FRA1	BEL1	chr1	50810180	50810300	0.314878892733564	2
FRA1	BEL1	chr1	50810393	50810518	0.3868512110726643	5
FRA1	BEL1	chr1	50853174	50853294	0.3465006440532417	17
FRA1	BEL1	chr1	51008558	51008683	0.3646223228468659	19
FRA1	BEL1	chr1	51200681	51200791	0.2337662337662337	3
FRA1	BEL1	chr1	51206711	51206831	0.6695996311380927	9
FRA1	BEL1	chr1	51206995	51207120	0.5825734549138806	10
FRA1	BEL1	chr1	51389804	51389927	0.4509803921568627	2
FRA1	BEL1	chr1	51390030	51390150	0.5294117647058824	5
FRA1	BEL1	chr1	51520903	51521028	0.7503974562798092	5
FRA1	BEL1	chr1	51521147	51521267	0.2941176470588235	2
FRA1	BEL1	chr1	52952179	52952304	-0.0769230769230767	10
FRA1	BEL1	chr1	53072205	53072325	0.0	1
FRA1	BEL1	chr1	53072747	53072872	0.3636363636363637	1
FRA1	BEL1	chr1	53308445	53308565	0.2113022113022113	4
FRA1	BEL1	chr1	53337390	53337510	0.5882352941176471	3
FRA1	BEL1	chr1	53337593	53337718	0.9787234042553192	4
FRA1	BEL1	chr1	54145735	54145860	0.1703550737107784	15
FRA1	BEL1	chr1	54145968	54146088	0.2867850098619329	10
FRA1	BEL1	chr1	54210468	54210593	0.0798717206360518	13
FRA1	BEL1	chr1	54471380	54471552	0.4119263159643207	17
FRA1	BEL1	chr1	54543313	54543435	0.5222146274777854	7
FRA1	BEL1	chr1	54543652	54543772	0.444547550542101	8
FRA1	BEL1	chr1	54582372	54582492	0.1176470588235293	1
FRA1	BEL1	chr1	54700017	54700142	0.359296838131194	18
FRA1	BEL1	chr1	54700364	54700484	0.3361488185017597	14
FRA1	BEL1	chr1	55063523	55063648	0.4235294117647059	2
FRA1	BEL1	chr1	55063979	55064099	0.5868235294117647	3
FRA1	BEL1	chr1	55377163	55377283	0.4285714285714286	2
FRA1	BEL1	chr1	55377598	55377722	0.8095238095238096	2
FRA1	BEL1	chr1	56000608	56000727	0.8058823529411764	4
FRA1	BEL1	chr1	56052477	56052597	0.8654970760233918	6
FRA1	BEL1	chr1	56058835	56058960	0.8461538461538461	1
FRA1	BEL1	chr1	56760105	56760225	0.211726570693107	22
FRA1	BEL1	chr1	56760438	56760563	0.3800540906017579	11
FRA1	BEL1	chr1	56896312	56896485	0.4666666666666667	1
FRA1	BEL1	chr1	57092460	57092580	0.6959893048128343	9
FRA1	BEL1	chr1	57092794	57092919	0.6605783866057838	8
FRA1	BEL1	chr1	57306169	57306294	0.0551948051948052	4
FRA1	BEL1	chr1	57425914	57426034	0.1241446725317692	7
FRA1	BEL1	chr1	57954025	57954150	0.5513808737109708	23
FRA1	BEL1	chr1	57954475	57954595	0.3508771929824561	14
FRA1	BEL1	chr1	58157818	58157943	0.36991452991453	19
FRA1	BEL1	chr1	58158099	58158219	0.3825650916104147	9
FRA1	BEL1	chr1	58330700	58330824	0.3340561247537992	23
FRA1	BEL1	chr1	58331277	58331397	0.2205694057392482	20
FRA1	BEL1	chr1	58331514	58331639	0.2819203268641471	20
FRA1	BEL1	chr1	58362313	58362432	0.2384529051195718	5
FRA1	BEL1	chr1	58362509	58362634	0.5240641711229946	4
FRA1	BEL1	chr1	58661632	58661757	0.3400542388869237	15
FRA1	BEL1	chr1	58661987	58662107	0.3421605716687684	15
FRA1	BEL1	chr1	58723586	58723711	0.3701226309921962	19
FRA1	BEL1	chr1	58723810	58723924	0.2432869941303676	17
FRA1	BEL1	chr1	58760548	58760673	0.1221596358753465	13
FRA1	BEL1	chr1	58760700	58760820	0.4405594405594405	2
FRA1	BEL1	chr1	59201788	59201913	0.0	3
FRA1	BEL1	chr1	59518670	59518795	-0.0578512396694214	6
FRA1	BEL1	chr1	59749354	59749479	0.302228717573986	6
FRA1	BEL1	chr1	59749588	59749726	0.0974789915966386	12
FRA1	BEL1	chr1	59754974	59755099	0.3209517514871117	7
FRA1	BEL1	chr1	59755393	59755513	0.315129835718071	6
FRA1	BEL1	chr1	59761194	59761319	0.3088235294117648	2
FRA1	BEL1	chr1	59761428	59761548	0.0392156862745097	2
FRA1	BEL1	chr1	59782022	59782141	0.7272727272727273	3
FRA1	BEL1	chr1	59782192	59782317	0.0	1
FRA1	BEL1	chr1	59829732	59829852	0.2941176470588235	3
FRA1	BEL1	chr1	59829920	59830045	0.2941176470588235	2
FRA1	BEL1	chr1	59848569	59848689	0.9681697612732096	7
FRA1	BEL1	chr1	59855810	59855935	0.4679738562091503	7
FRA1	BEL1	chr1	59856074	59856194	0.361344537815126	5
FRA1	BEL1	chr1	59866927	59867051	0.0521739130434782	9
FRA1	BEL1	chr1	59867284	59867404	0.163265306122449	7
FRA1	BEL1	chr1	59899942	59900062	0.4311869126348763	9
FRA1	BEL1	chr1	59900235	59900360	0.2653978324081417	11
FRA1	BEL1	chr1	60346547	60346672	0.7892518440463646	9
FRA1	BEL1	chr1	60489920	60490045	0.6666666666666666	6
FRA1	BEL1	chr1	60490208	60490328	0.2791900043084876	18
FRA1	BEL1	chr1	60691328	60691448	0.134640522875817	5
FRA1	BEL1	chr1	60696191	60696317	0.4341760803299265	10
FRA1	BEL1	chr1	60696318	60696427	0.3587361424660615	19
FRA1	BEL1	chr1	61384701	61384826	0.7643808387994434	11
FRA1	BEL1	chr1	61697293	61697418	0.2139836265107094	19
FRA1	BEL1	chr1	61697499	61697619	0.2562005785920925	14
