pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
BEL1	chrY	128399284	128399285	0.0	1	0	10	9
FRA1	chrY	128399284	128399285	0.0	1	0	6	6
FRA1	chrY	133995742	133995859	0.0	109	0	654	654
BEL1	chrY	133995742	133995859	0.0	109	0	1631	873
FRA1	chrY	133995999	133996123	0.0	111	0	666	666
BEL1	chrY	133995999	133996123	0.0	111	0	1655	890
BEL1	chrY	134658615	134658616	0.0	1	0	21	7
FRA1	chrY	134658615	134658616	0.0	1	0	10	5
FRA1	chrY	135492064	135492065	0.0	1	0	6	6
BEL1	chrY	135492064	135492065	0.0	1	0	15	8
BEL1	chrY	135796094	135796095	0.0	1	0	21	7
FRA1	chrY	135796094	135796095	0.0	1	0	10	5
FRA1	chrY	139038053	139038054	0.0	1	0	6	6
BEL1	chrY	139038053	139038054	0.0	1	0	21	7
FRA1	chrY	140493370	140493371	0.0	1	0	10	5
BEL1	chrY	140493370	140493371	0.0	1	0	15	8
BEL1	chrY	142576065	142576066	0.0	1	0	21	7
FRA1	chrY	142576065	142576066	0.0	1	0	10	5
BEL1	chrY	142841114	142841115	0.0	1	0	15	8
FRA1	chrY	142841114	142841115	0.0	1	0	6	6
BEL1	chrY	142841447	142841448	0.0	1	0	15	8
FRA1	chrY	142841447	142841448	0.0	1	0	6	6
FRA1	chrY	145764974	145764975	0.0	1	0	10	5
BEL1	chrY	145764974	145764975	0.0	1	0	21	7
FRA1	chrY	148326519	148326520	0.0	1	0	10	5
BEL1	chrY	148326519	148326520	0.0	1	0	15	8
FRA1	chrY	151570191	151570192	0.0	1	0	10	5
BEL1	chrY	151570191	151570192	0.0	1	0	15	8
FRA1	chrY	151985387	151985388	0.0	1	0	10	5
BEL1	chrY	151985387	151985388	0.0	1	0	21	7
BEL1	chrY	155606257	155606258	0.0	1	0	21	7
FRA1	chrY	155606257	155606258	0.0	1	0	10	5
BEL1	chrY	159116281	159116282	0.0	1	0	21	7
FRA1	chrY	159116281	159116282	0.0	1	0	10	5
FRA1	chrY	167666661	167666781	0.014367816091954	116	10	696	696
BEL1	chrY	167666661	167666781	0.0	116	0	1180	1040
FRA1	chrY	169694281	169694401	0.0192307692307692	104	12	624	624
BEL1	chrY	169694281	169694401	0.0	104	0	1560	832
BEL1	chrY	170482185	170482186	0.0	1	0	21	7
FRA1	chrY	170482185	170482186	0.0	1	0	10	5
FRA1	chrY	170482522	170482523	0.0	1	0	10	5
BEL1	chrY	170482522	170482523	0.0	1	0	21	7
FRA1	chrY	171432618	171432619	0.0	1	0	6	6
BEL1	chrY	171432618	171432619	0.0	1	0	15	8
FRA1	chrY	171506425	171506426	0.0	1	0	10	5
BEL1	chrY	171506425	171506426	0.0	1	0	21	7
BEL1	chrY	171506722	171506723	0.0	1	0	21	7
FRA1	chrY	171506722	171506723	0.0	1	0	10	5
BEL1	chrY	172391308	172391309	0.0	1	0	15	8
FRA1	chrY	172391308	172391309	0.0	1	0	10	5
BEL1	chrY	173731980	173731981	0.0	1	0	15	8
FRA1	chrY	173731980	173731981	0.0	1	0	6	6
BEL1	chrY	186195323	186195336	NA	0	NA	NA	NA
FRA1	chrY	186195323	186195336	NA	0	NA	NA	NA
BEL1	chrY	187807213	187807214	0.0	1	0	21	7
FRA1	chrY	187807213	187807214	0.0	1	0	10	5
BEL1	chrY	187807684	187807685	0.0	1	0	21	7
FRA1	chrY	187807684	187807685	0.0	1	0	10	5
BEL1	chrY	191484953	191484954	0.0	1	0	21	7
FRA1	chrY	191484953	191484954	0.0	1	0	10	5
BEL1	chrY	194613332	194613333	0.0	1	0	21	7
FRA1	chrY	194613332	194613333	0.0	1	0	10	5
FRA1	chrY	195543980	195543981	0.0	1	0	6	6
BEL1	chrY	195543980	195543981	0.0	1	0	21	7
BEL1	chrY	195544244	195544245	0.0	1	0	21	7
FRA1	chrY	195544244	195544245	0.0	1	0	6	6
BEL1	chrY	195619782	195619906	0.0	117	0	1695	948
FRA1	chrY	195619782	195619906	0.0	117	0	702	702
FRA1	chrY	195620042	195620162	0.0	112	0	672	672
BEL1	chrY	195620042	195620162	0.0	112	0	1610	910
BEL1	chrY	197495257	197495258	0.0	1	0	21	7
FRA1	chrY	197495257	197495258	0.0	1	0	10	5
FRA1	chrY	201137916	201137917	0.0	1	0	10	5
BEL1	chrY	201137916	201137917	0.0	1	0	21	7
FRA1	chrY	201790491	201790492	0.0	1	0	10	5
BEL1	chrY	201790491	201790492	0.0	1	0	21	7
BEL1	chrY	204614755	204614756	0.0	1	0	21	7
FRA1	chrY	204614755	204614756	0.0	1	0	6	6
BEL1	chrY	207559148	207559149	0.0	1	0	21	7
FRA1	chrY	207559148	207559149	0.0	1	0	10	5
BEL1	chrY	213758934	213758935	0.0	1	0	21	7
FRA1	chrY	213758934	213758935	0.0	1	0	6	6
FRA1	chrY	215593134	215593135	0.0	1	0	6	6
BEL1	chrY	215593134	215593135	0.0	1	0	21	7
BEL1	chrY	215593315	215593316	0.0	1	0	21	7
FRA1	chrY	215593315	215593316	0.0	1	0	6	6
FRA1	chrY	223190769	223190770	0.0	1	0	6	6
BEL1	chrY	223190769	223190770	0.0	1	0	10	9
FRA1	chrY	223190958	223190959	0.0	1	0	6	6
BEL1	chrY	223190958	223190959	0.0	1	0	21	7
BEL1	chrY	230024667	230024668	0.0	1	0	15	8
FRA1	chrY	230024667	230024668	0.0	1	0	10	5
BEL1	chrY	230024982	230024983	0.0	1	0	15	8
FRA1	chrY	230024982	230024983	0.0	1	0	10	5
FRA1	chrY	231674612	231674613	0.0	1	0	10	5
BEL1	chrY	231674612	231674613	0.0	1	0	21	7
BEL1	chrY	231674884	231674885	0.0	1	0	21	7
FRA1	chrY	231674884	231674885	0.0	1	0	10	5
FRA1	chrY	234660899	234660900	0.0	1	0	10	5
BEL1	chrY	234660899	234660900	0.0	1	0	15	8
BEL1	chrY	234661279	234661328	0.0	1	0	21	7
FRA1	chrY	234661279	234661328	0.0	1	0	6	6
BEL1	chrY	234661453	234661454	0.0	1	0	21	7
FRA1	chrY	234661453	234661454	0.0	1	0	6	6
FRA1	chrY	235173552	235173553	0.0	1	0	10	5
BEL1	chrY	235173552	235173553	0.0	1	0	10	9
FRA1	chrY	242924654	242924655	0.0	1	0	10	5
BEL1	chrY	242924654	242924655	0.3333333333333333	1	5	15	8
FRA1	chrY	244986682	244986683	0.0	1	0	10	5
BEL1	chrY	244986682	244986683	0.0	1	0	10	9
FRA1	chrY	252748190	252748191	0.0	1	0	10	5
BEL1	chrY	252748190	252748191	0.0	1	0	21	7
BEL1	chrY	256803162	256803163	0.0	1	0	15	8
FRA1	chrY	256803162	256803163	0.0	1	0	10	5
FRA1	chrY	256803708	256803709	0.0	1	0	6	6
BEL1	chrY	256803708	256803709	0.0	1	0	15	8
FRA1	chrY	257041009	257041010	0.0	1	0	10	5
BEL1	chrY	257041009	257041010	0.0	1	0	21	7
BEL1	chrY	257562716	257562717	0.0	1	0	10	9
FRA1	chrY	257562716	257562717	0.0	1	0	6	6
BEL1	chrY	258945690	258945691	0.0	1	0	21	7
FRA1	chrY	258945690	258945691	0.0	1	0	10	5
BEL1	chrY	258945968	258945969	0.0	1	0	21	7
FRA1	chrY	258945968	258945969	0.0	1	0	10	5
FRA1	chrY	259283591	259283716	0.0	119	0	714	714
BEL1	chrY	259283591	259283716	0.0	119	0	1785	952
FRA1	chrY	259283988	259283989	0.0	1	0	6	6
BEL1	chrY	259283988	259283989	0.0	1	0	15	8
FRA1	chrY	260753966	260753967	0.0	1	0	6	6
BEL1	chrY	260753966	260753967	0.0	1	0	10	9
FRA1	chrY	266802513	266802514	0.0	1	0	10	5
BEL1	chrY	266802513	266802514	0.0	1	0	10	9
FRA1	chrY	268381746	268381747	0.0	1	0	10	5
BEL1	chrY	268381746	268381747	0.0	1	0	21	7
FRA1	chrY	269024367	269024368	0.0	1	0	10	5
BEL1	chrY	269024367	269024368	0.0	1	0	21	7
BEL1	chrY	270797089	270797090	0.0	1	0	15	8
FRA1	chrY	270797089	270797090	0.0	1	0	10	5
BEL1	chrY	270797338	270797339	0.0	1	0	15	8
FRA1	chrY	270797338	270797339	0.0	1	0	10	5
FRA1	chrY	273787870	273787871	0.0	1	0	10	5
BEL1	chrY	273787870	273787871	0.0	1	0	10	9
FRA1	chrY	274464480	274464481	0.0	1	0	10	5
BEL1	chrY	274464480	274464481	0.0	1	0	10	9
BEL1	chrY	276470853	276470854	0.0	1	0	15	8
FRA1	chrY	276470853	276470854	0.0	1	0	10	5
BEL1	chrY	278943337	278943338	0.0	1	0	21	7
FRA1	chrY	278943337	278943338	0.0	1	0	10	5
BEL1	chrY	280392768	280392769	0.0	1	0	10	9
FRA1	chrY	280392768	280392769	0.0	1	0	10	5
BEL1	chrY	287736658	287736659	0.0	1	0	10	9
FRA1	chrY	287736658	287736659	0.0	1	0	10	5
BEL1	chrY	288219026	288219027	0.0	1	0	10	9
FRA1	chrY	288219026	288219027	0.0	1	0	10	5
BEL1	chrY	288429288	288429289	0.0	1	0	21	7
FRA1	chrY	288429288	288429289	0.0	1	0	6	6
FRA1	chrY	288553095	288553096	0.0	1	0	10	5
BEL1	chrY	288553095	288553096	0.0	1	0	10	9
FRA1	chrY	290448993	290448994	0.0	1	0	10	5
BEL1	chrY	290448993	290448994	0.0	1	0	15	8
BEL1	chrY	291663264	291663265	0.0	1	0	10	9
FRA1	chrY	291663264	291663265	0.0	1	0	6	6
BEL1	chrY	292893520	292893521	0.0	1	0	21	7
FRA1	chrY	292893520	292893521	0.0	1	0	6	6
BEL1	chrY	296461108	296461109	0.0	1	0	21	7
FRA1	chrY	296461108	296461109	0.0	1	0	6	6
BEL1	chrY	296461272	296461273	0.0	1	0	21	7
FRA1	chrY	296461272	296461273	0.0	1	0	6	6
BEL1	chrY	297817683	297817684	0.0	1	0	10	9
FRA1	chrY	297817683	297817684	0.0	1	0	10	5
BEL1	chrY	304051808	304051809	0.0	1	0	15	8
FRA1	chrY	304051808	304051809	0.0	1	0	6	6
BEL1	chrY	304052077	304052078	0.0	1	0	15	8
FRA1	chrY	304052077	304052078	0.0	1	0	6	6
BEL1	chrY	309632973	309632974	0.0	1	0	15	8
FRA1	chrY	309632973	309632974	0.0	1	0	6	6
FRA1	chrY	310369912	310369913	0.0	1	0	10	5
BEL1	chrY	310369912	310369913	0.0	1	0	21	7
FRA1	chrY	310438186	310438187	0.0	1	0	10	5
BEL1	chrY	310438186	310438187	0.0	1	0	21	7
BEL1	chrY	310438519	310438520	0.0	1	0	21	7
FRA1	chrY	310438519	310438520	0.0	1	0	10	5
BEL1	chrY	311212012	311212013	0.0	1	0	21	7
FRA1	chrY	311212012	311212013	0.0	1	0	10	5
FRA1	chrY	316059715	316059716	0.0	1	0	6	6
BEL1	chrY	316059715	316059716	0.0	1	0	15	8
BEL1	chrY	316075283	316075284	0.0	1	0	21	7
FRA1	chrY	316075283	316075284	0.0	1	0	10	5
BEL1	chrY	318459547	318459548	0.0	1	0	15	8
FRA1	chrY	318459547	318459548	0.0	1	0	10	5
BEL1	chrY	318485442	318485443	0.0	1	0	21	7
FRA1	chrY	318485442	318485443	0.0	1	0	10	5
BEL1	chrY	319456860	319456861	0.0	1	0	15	8
FRA1	chrY	319456860	319456861	0.0	1	0	6	6
FRA1	chrY	327501867	327501868	0.0	1	0	6	6
BEL1	chrY	327501867	327501868	0.0	1	0	10	9
BEL1	chrY	328931887	328931888	0.0	1	0	21	7
FRA1	chrY	328931887	328931888	0.0	1	0	10	5
FRA1	chrY	328932159	328932160	0.0	1	0	10	5
BEL1	chrY	328932159	328932160	0.0	1	0	21	7
FRA1	chrY	332889897	332889898	0.0	1	0	10	5
BEL1	chrY	332889897	332889898	0.0	1	0	15	8
FRA1	chrY	334519008	334519009	0.0	1	0	6	6
BEL1	chrY	334519008	334519009	0.0	1	0	21	7
BEL1	chrY	336695473	336695474	0.0	1	0	21	7
FRA1	chrY	336695473	336695474	0.0	1	0	10	5
FRA1	chrY	336695742	336695743	0.0	1	0	10	5
BEL1	chrY	336695742	336695743	0.0	1	0	21	7
BEL1	chrY	337957166	337957167	0.0	1	0	10	9
FRA1	chrY	337957166	337957167	0.0	1	0	6	6
FRA1	chrY	339903513	339903514	0.0	1	0	6	6
BEL1	chrY	339903513	339903514	0.0	1	0	21	7
FRA1	chrY	341878100	341878101	0.0	1	0	10	5
BEL1	chrY	341878100	341878101	0.0	1	0	21	7
BEL1	chrY	342817952	342817953	0.0	1	0	21	7
FRA1	chrY	342817952	342817953	0.0	1	0	10	5
FRA1	chrY	342818267	342818268	0.0	1	0	10	5
BEL1	chrY	342818267	342818268	0.0	1	0	21	7
FRA1	chrY	343598273	343598274	0.0	1	0	10	5
BEL1	chrY	343598273	343598274	0.0	1	0	21	7
BEL1	chrY	344115401	344115402	0.0	1	0	21	7
FRA1	chrY	344115401	344115402	0.0	1	0	10	5
BEL1	chrY	353756342	353756343	0.0	1	0	10	9
FRA1	chrY	353756342	353756343	0.0	1	0	10	5
FRA1	chrY	354025035	354025036	0.0	1	0	10	5
BEL1	chrY	354025035	354025036	0.0	1	0	21	7
FRA1	chrY	354634272	354634273	0.0	1	0	10	5
BEL1	chrY	354634272	354634273	0.0	1	0	21	7
BEL1	chrY	354934673	354934674	0.0	1	0	10	9
FRA1	chrY	354934673	354934674	0.0	1	0	6	6
BEL1	chrY	355956217	355956218	0.0	1	0	10	9
FRA1	chrY	355956217	355956218	0.0	1	0	10	5
BEL1	chrY	357759549	357759550	0.0	1	0	21	7
FRA1	chrY	357759549	357759550	0.0	1	0	10	5
FRA1	chrY	358296881	358296882	0.0	1	0	10	5
BEL1	chrY	358296881	358296882	0.0	1	0	21	7
BEL1	chrY	361096366	361096367	0.0	1	0	21	7
FRA1	chrY	361096366	361096367	0.0	1	0	10	5
BEL1	chrY	363592066	363592067	0.0	1	0	21	7
FRA1	chrY	363592066	363592067	0.0	1	0	6	6
FRA1	chrY	363592342	363592343	0.0	1	0	6	6
BEL1	chrY	363592342	363592343	0.0	1	0	21	7
BEL1	chrY	363596097	363596098	0.0	1	0	15	8
FRA1	chrY	363596097	363596098	0.0	1	0	6	6
FRA1	chrY	365721767	365721768	0.0	1	0	6	6
BEL1	chrY	365721767	365721768	0.0	1	0	15	8
BEL1	chrY	367612781	367612782	0.0	1	0	15	8
FRA1	chrY	367612781	367612782	0.0	1	0	10	5
FRA1	chrY	367613061	367613062	0.0	1	0	10	5
BEL1	chrY	367613061	367613062	0.0	1	0	21	7
BEL1	chrY	376052614	376052739	0.0	122	0	1825	977
FRA1	chrY	376052614	376052739	0.0	122	0	732	732
FRA1	chrY	376052872	376052992	0.0	116	0	712	692
BEL1	chrY	376052872	376052992	0.0	116	0	1740	928
BEL1	chrY	378652395	378652396	0.0	1	0	15	8
FRA1	chrY	378652395	378652396	0.0	1	0	10	5
BEL1	chrY	378652730	378652731	0.0	1	0	15	8
FRA1	chrY	378652730	378652731	0.0	1	0	10	5
FRA1	chrY	379504777	379504778	0.0	1	0	6	6
BEL1	chrY	379504777	379504778	0.0	1	0	15	8
FRA1	chrY	380208540	380208659	0.0	112	0	672	672
BEL1	chrY	380208540	380208659	0.0	112	0	1680	896
FRA1	chrY	381282914	381282915	0.0	1	0	6	6
BEL1	chrY	381282914	381282915	0.0	1	0	21	7
FRA1	chrY	386279499	386279500	0.0	1	0	6	6
BEL1	chrY	386279499	386279500	0.0	1	0	15	8
FRA1	chrY	386279913	386279914	0.0	1	0	6	6
BEL1	chrY	386279913	386279914	0.0	1	0	15	8
FRA1	chrY	388000873	388000874	0.0	1	0	10	5
BEL1	chrY	388000873	388000874	0.0	1	0	21	7
FRA1	chrY	388601465	388601466	0.0	1	0	10	5
BEL1	chrY	388601465	388601466	0.0	1	0	15	8
BEL1	chrY	393710929	393710930	NA	0	NA	NA	NA
FRA1	chrY	393710929	393710930	NA	0	NA	NA	NA
FRA1	chrY	394303106	394303107	0.0	1	0	10	5
BEL1	chrY	394303106	394303107	0.0	1	0	21	7
BEL1	chrY	400645481	400645598	0.0	105	0	1575	840
FRA1	chrY	400645481	400645598	0.0	105	0	630	630
FRA1	chrY	400645738	400645863	0.0	123	0	738	738
BEL1	chrY	400645738	400645863	0.0	123	0	1845	984
FRA1	chrY	403235226	403235227	0.0	1	0	6	6
BEL1	chrY	403235226	403235227	0.0	1	0	21	7
FRA1	chrY	405514034	405514035	0.0	1	0	6	6
BEL1	chrY	405514034	405514035	0.0	1	0	21	7
FRA1	chrY	405514335	405514336	0.0	1	0	6	6
BEL1	chrY	405514335	405514336	0.0	1	0	21	7
FRA1	chrY	406751762	406751763	0.0	1	0	10	5
BEL1	chrY	406751762	406751763	0.0	1	0	21	7
FRA1	chrY	407306509	407306634	0.0	122	0	732	732
BEL1	chrY	407306509	407306634	0.0049180327868852	122	9	1830	976
BEL1	chrY	407306762	407306882	0.0	115	0	1725	920
FRA1	chrY	407306762	407306882	0.0	115	0	690	690
BEL1	chrY	407467115	407467116	0.0	1	0	21	7
FRA1	chrY	407467115	407467116	0.0	1	0	10	5
BEL1	chrY	407467321	407467322	0.0	1	0	21	7
FRA1	chrY	407467321	407467322	0.0	1	0	10	5
BEL1	chrY	408950200	408950201	0.0	1	0	21	7
FRA1	chrY	408950200	408950201	0.0	1	0	6	6
FRA1	chrY	412362198	412362199	0.0	1	0	6	6
BEL1	chrY	412362198	412362199	0.0	1	0	15	8
BEL1	chrY	412921821	412921822	0.0	1	0	15	8
FRA1	chrY	412921821	412921822	0.0	1	0	6	6
BEL1	chrY	414347878	414347879	0.0	1	0	15	8
FRA1	chrY	414347878	414347879	0.0	1	0	10	5
FRA1	chrY	416646322	416646447	0.0	124	0	744	744
BEL1	chrY	416646322	416646447	0.0	124	0	1860	992
BEL1	chrY	416646622	416646737	0.0	116	0	1740	928
FRA1	chrY	416646622	416646737	0.0	116	0	1128	588
BEL1	chrY	420750125	420750126	0.0	1	0	21	7
FRA1	chrY	420750125	420750126	0.0	1	0	6	6
BEL1	chrY	423527417	423527418	0.0	1	0	21	7
FRA1	chrY	423527417	423527418	0.0	1	0	10	5
FRA1	chrY	423527763	423527764	0.0	1	0	10	5
BEL1	chrY	423527763	423527764	0.0	1	0	21	7
BEL1	chrY	424350047	424350048	0.0	1	0	15	8
FRA1	chrY	424350047	424350048	0.0	1	0	10	5
FRA1	chrY	426916462	426916463	0.0	1	0	10	5
BEL1	chrY	426916462	426916463	0.0	1	0	21	7
BEL1	chrY	428648554	428648555	0.0	1	0	21	7
FRA1	chrY	428648554	428648555	0.0	1	0	10	5
BEL1	chrY	428658208	428658215	NA	0	NA	NA	NA
FRA1	chrY	428658208	428658215	NA	0	NA	NA	NA
FRA1	chrY	429365672	429365673	0.0	1	0	10	5
BEL1	chrY	429365672	429365673	0.0	1	0	15	8
FRA1	chrY	429365850	429365851	0.0	1	0	10	5
BEL1	chrY	429365850	429365851	0.0	1	0	15	8
FRA1	chrY	432000828	432000829	0.0	1	0	10	5
BEL1	chrY	432000828	432000829	0.0	1	0	21	7
BEL1	chrY	432125226	432125227	0.0	1	0	15	8
FRA1	chrY	432125226	432125227	0.0	1	0	10	5
FRA1	chrY	432125552	432125553	0.0	1	0	10	5
BEL1	chrY	432125552	432125553	0.0	1	0	15	8
FRA1	chrY	436882201	436882202	0.0	1	0	10	5
BEL1	chrY	436882201	436882202	0.0	1	0	15	8
FRA1	chrY	437229428	437229429	0.0	1	0	6	6
BEL1	chrY	437229428	437229429	0.3333333333333333	1	5	15	8
BEL1	chrY	444356956	444356957	0.0	1	0	15	8
FRA1	chrY	444356956	444356957	0.0	1	0	6	6
FRA1	chrY	444357248	444357249	0.0	1	0	10	5
BEL1	chrY	444357248	444357249	0.0	1	0	10	9
BEL1	chrY	449763984	449763985	0.0	1	0	21	7
FRA1	chrY	449763984	449763985	0.0	1	0	10	5
BEL1	chrY	449764591	449764592	0.0	1	0	21	7
FRA1	chrY	449764591	449764592	0.0	1	0	10	5
BEL1	chrY	450047581	450047582	0.0	1	0	21	7
FRA1	chrY	450047581	450047582	0.0	1	0	10	5
FRA1	chrY	450091304	450091305	0.0	1	0	6	6
BEL1	chrY	450091304	450091305	0.0	1	0	15	8
BEL1	chrY	455493498	455493499	0.0	1	0	15	8
FRA1	chrY	455493498	455493499	0.0	1	0	10	5
BEL1	chrY	455889992	455890117	0.0	124	0	1240	1116
FRA1	chrY	455889992	455890117	0.0	124	0	744	744
FRA1	chrY	455890318	455890438	0.0	112	0	688	668
BEL1	chrY	455890318	455890438	0.0	112	0	1150	1002
FRA1	chrY	459085503	459085504	0.0	1	0	10	5
BEL1	chrY	459085503	459085504	0.0	1	0	10	9
BEL1	chrY	459085728	459085729	0.0	1	0	21	7
FRA1	chrY	459085728	459085729	0.0	1	0	10	5
BEL1	chrY	460375378	460375379	0.0	1	0	21	7
FRA1	chrY	460375378	460375379	0.0	1	0	10	5
FRA1	chrY	463660097	463660098	0.0	1	0	10	5
BEL1	chrY	463660097	463660098	0.0	1	0	21	7
BEL1	chrY	464370684	464370685	0.0	1	0	21	7
FRA1	chrY	464370684	464370685	0.0	1	0	10	5
BEL1	chrY	464370952	464370953	0.0	1	0	21	7
FRA1	chrY	464370952	464370953	0.0	1	0	10	5
BEL1	chrY	466574545	466574546	0.0	1	0	15	8
FRA1	chrY	466574545	466574546	0.0	1	0	10	5
FRA1	chrY	468628584	468628585	0.0	1	0	10	5
BEL1	chrY	468628584	468628585	0.0	1	0	21	7
FRA1	chrY	470621675	470621676	0.0	1	0	10	5
BEL1	chrY	470621675	470621676	0.6	1	9	15	8
FRA1	chrY	470621959	470621960	0.0	1	0	10	5
