pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
POL3	chrY	98201266	98201267	0.0	1	0	21	7
FRA1	chrY	98967903	98967904	0.0	1	0	10	5
POL3	chrY	98967903	98967904	0.0	1	0	21	7
FRA1	chrY	98968050	98968051	0.0	1	0	10	5
POL3	chrY	98968050	98968051	0.0	1	0	21	7
FRA1	chrY	99002755	99002756	0.0	1	0	6	6
POL3	chrY	99002755	99002756	0.0	1	0	21	7
FRA1	chrY	102113585	102113586	0.0	1	0	6	6
POL3	chrY	102113585	102113586	0.0	1	0	15	8
FRA1	chrY	102113751	102113752	0.0	1	0	6	6
POL3	chrY	102113751	102113752	0.0	1	0	15	8
POL3	chrY	102867714	102867715	0.0	1	0	21	7
FRA1	chrY	102867714	102867715	0.0	1	0	10	5
POL3	chrY	102868064	102868065	0.0	1	0	21	7
FRA1	chrY	102868064	102868065	0.0	1	0	10	5
POL3	chrY	103038803	103038804	0.0	1	0	15	8
FRA1	chrY	103038803	103038804	0.0	1	0	10	5
FRA1	chrY	103039272	103039273	0.0	1	0	10	5
POL3	chrY	103039272	103039273	0.0	1	0	21	7
FRA1	chrY	103629706	103629707	0.0	1	0	6	6
POL3	chrY	103629706	103629707	0.0	1	0	15	8
FRA1	chrY	106072986	106072987	0.0	1	0	10	5
POL3	chrY	106072986	106072987	0.0	1	0	21	7
POL3	chrY	108232323	108232324	0.0	1	0	15	8
FRA1	chrY	108232323	108232324	0.0	1	0	10	5
FRA1	chrY	108232586	108232587	0.0	1	0	10	5
POL3	chrY	108232586	108232587	0.0	1	0	15	8
FRA1	chrY	112042437	112042438	0.0	1	0	6	6
POL3	chrY	112042437	112042438	0.0	1	0	21	7
POL3	chrY	112509962	112509963	0.0	1	0	21	7
FRA1	chrY	112509962	112509963	0.0	1	0	10	5
FRA1	chrY	112510203	112510204	0.0	1	0	6	6
POL3	chrY	112510203	112510204	0.0	1	0	21	7
POL3	chrY	112804378	112804379	0.0	1	0	21	7
FRA1	chrY	112804378	112804379	0.0	1	0	10	5
FRA1	chrY	112804530	112804531	0.0	1	0	10	5
POL3	chrY	112804530	112804531	0.0	1	0	21	7
FRA1	chrY	114022238	114022239	0.0	1	0	10	5
POL3	chrY	114022238	114022239	0.0	1	0	21	7
FRA1	chrY	114240087	114240202	0.0	105	0	630	630
POL3	chrY	114240087	114240202	0.0	105	0	1050	945
POL3	chrY	114322134	114322135	0.0	1	0	10	9
FRA1	chrY	114322134	114322135	0.0	1	0	10	5
FRA1	chrY	114322409	114322416	0.0	7	0	70	35
POL3	chrY	114322409	114322416	0.0	7	0	70	63
FRA1	chrY	114366914	114367031	0.0084985835694051	117	6	706	701
POL3	chrY	114366914	114367031	0.0033869602032176	117	4	1181	1051
POL3	chrY	114367147	114367272	0.0032	125	4	1250	1125
FRA1	chrY	114367147	114367272	0.0	125	0	750	750
POL3	chrY	117359877	117359878	0.0	1	0	15	8
FRA1	chrY	117359877	117359878	0.0	1	0	10	5
POL3	chrY	117376408	117376409	0.0	1	0	15	8
FRA1	chrY	117376408	117376409	0.0	1	0	6	6
POL3	chrY	117376622	117376623	NA	0	NA	NA	NA
FRA1	chrY	117376622	117376623	NA	0	NA	NA	NA
POL3	chrY	117376699	117376700	0.0	1	0	15	8
FRA1	chrY	117376699	117376700	0.0	1	0	6	6
POL3	chrY	117495066	117495067	0.0	1	0	21	7
FRA1	chrY	117495066	117495067	0.0	1	0	10	5
FRA1	chrY	117495393	117495394	0.0	1	0	10	5
POL3	chrY	117495393	117495394	0.0	1	0	21	7
POL3	chrY	119843689	119843690	0.0	2	0	36	15
FRA1	chrY	119843689	119843690	0.0	2	0	20	10
POL3	chrY	119843717	119843721	0.0	4	0	73	30
FRA1	chrY	119843717	119843721	0.0	4	0	40	20
POL3	chrY	122191306	122191307	0.0	1	0	10	9
FRA1	chrY	122191306	122191307	0.0	1	0	10	5
POL3	chrY	125782343	125782344	0.0	1	0	15	8
FRA1	chrY	125782343	125782344	0.0	1	0	10	5
FRA1	chrY	125782634	125782635	0.0	1	0	10	5
POL3	chrY	125782634	125782635	0.0	1	0	15	8
FRA1	chrY	126071337	126071338	0.0	1	0	6	6
POL3	chrY	126071337	126071338	0.0	1	0	15	8
POL3	chrY	127652569	127652570	0.0	1	0	10	9
FRA1	chrY	127652569	127652570	0.5	1	3	6	6
POL3	chrY	127652747	127652748	0.0	1	0	15	8
FRA1	chrY	127652747	127652748	0.0	1	0	10	5
POL3	chrY	128972137	128972262	0.0	122	0	1795	983
FRA1	chrY	128972137	128972262	0.0	122	0	960	675
FRA1	chrY	128972451	128972570	0.0	114	0	1008	603
POL3	chrY	128972451	128972570	0.0	114	0	1690	916
FRA1	chrY	131041626	131041627	0.0	1	0	10	5
POL3	chrY	131041626	131041627	0.0	1	0	21	7
FRA1	chrY	134658615	134658616	0.0	1	0	10	5
POL3	chrY	134658615	134658616	0.0	1	0	21	7
POL3	chrY	135796094	135796095	0.0	1	0	15	8
FRA1	chrY	135796094	135796095	0.0	1	0	10	5
FRA1	chrY	136420881	136420882	0.0	1	0	10	5
POL3	chrY	136420881	136420882	0.0	1	0	21	7
FRA1	chrY	136421201	136421202	0.0	1	0	10	5
POL3	chrY	136421201	136421202	0.0	1	0	21	7
POL3	chrY	136646736	136646737	0.0	1	0	21	7
FRA1	chrY	136646736	136646737	0.0	1	0	10	5
FRA1	chrY	136647007	136647008	0.0	1	0	10	5
POL3	chrY	136647007	136647008	0.0	1	0	21	7
FRA1	chrY	139038053	139038054	0.0	1	0	6	6
POL3	chrY	139038053	139038054	0.0	1	0	10	9
POL3	chrY	140493370	140493371	0.0	1	0	21	7
FRA1	chrY	140493370	140493371	0.0	1	0	10	5
POL3	chrY	141165999	141166000	0.0	1	0	10	9
FRA1	chrY	141165999	141166000	0.0	1	0	6	6
FRA1	chrY	141170810	141170811	0.0	1	0	10	5
POL3	chrY	141170810	141170811	0.0	1	0	15	8
POL3	chrY	141244934	141244935	0.0	1	0	21	7
FRA1	chrY	141244934	141244935	0.0	1	0	6	6
POL3	chrY	141269589	141269590	0.0	1	0	21	7
FRA1	chrY	141269589	141269590	0.0	1	0	6	6
POL3	chrY	141271040	141271041	0.0	1	0	21	7
FRA1	chrY	141271040	141271041	0.0	1	0	6	6
POL3	chrY	141271397	141271398	0.0	1	0	21	7
FRA1	chrY	141271397	141271398	0.0	1	0	10	5
FRA1	chrY	142576065	142576066	0.0	1	0	10	5
POL3	chrY	142576065	142576066	0.0	1	0	10	9
FRA1	chrY	142841114	142841115	0.0	1	0	6	6
POL3	chrY	142841114	142841115	0.0	1	0	10	9
FRA1	chrY	142841447	142841448	0.0	1	0	6	6
POL3	chrY	142841447	142841448	0.0	1	0	10	9
FRA1	chrY	143830165	143830166	0.0	1	0	6	6
POL3	chrY	143830165	143830166	0.0	1	0	10	9
FRA1	chrY	143830523	143830524	0.0	1	0	10	5
POL3	chrY	143830523	143830524	0.0	1	0	10	9
FRA1	chrY	143916652	143916653	0.0	1	0	10	5
POL3	chrY	143916652	143916653	0.0	1	0	15	8
FRA1	chrY	143916892	143916893	0.0	1	0	10	5
POL3	chrY	143916892	143916893	0.0	1	0	15	8
FRA1	chrY	147034799	147034800	0.0	1	0	10	5
POL3	chrY	147034799	147034800	0.0	1	0	10	9
FRA1	chrY	147068505	147068506	0.0	1	0	10	5
POL3	chrY	147068505	147068506	0.0	1	0	21	7
FRA1	chrY	148120563	148120682	0.0	100	0	600	600
POL3	chrY	148120563	148120682	0.0	100	0	1000	900
FRA1	chrY	150249103	150249104	0.0	1	0	10	5
POL3	chrY	150249103	150249104	0.0	1	0	21	7
FRA1	chrY	151072292	151072293	0.6	1	6	10	5
POL3	chrY	151072292	151072293	0.0	1	0	21	7
FRA1	chrY	151985387	151985388	0.0	1	0	10	5
POL3	chrY	151985387	151985388	0.0	1	0	21	7
FRA1	chrY	152062487	152062488	0.0	1	0	6	6
POL3	chrY	152062487	152062488	0.0	1	0	21	7
FRA1	chrY	152062658	152062659	0.0	1	0	10	5
POL3	chrY	152062658	152062659	0.0	1	0	21	7
FRA1	chrY	152796462	152796463	0.0	1	0	6	6
POL3	chrY	152796462	152796463	0.0	1	0	15	8
FRA1	chrY	153270421	153270422	0.0	1	0	10	5
POL3	chrY	153270421	153270422	0.0	1	0	21	7
FRA1	chrY	154276695	154276696	0.0	1	0	10	5
POL3	chrY	154276695	154276696	0.0	1	0	15	8
FRA1	chrY	154276973	154276974	0.0	1	0	10	5
POL3	chrY	154276973	154276974	0.0	1	0	15	8
FRA1	chrY	155606257	155606258	0.0	1	0	10	5
POL3	chrY	155606257	155606258	0.0	1	0	15	8
POL3	chrY	157437250	157437251	0.0	1	0	10	9
FRA1	chrY	157437250	157437251	0.0	1	0	10	5
FRA1	chrY	157437364	157437365	0.0	2	0	20	10
POL3	chrY	157437364	157437365	0.0	2	0	20	18
FRA1	chrY	157437450	157437451	0.0	1	0	10	5
POL3	chrY	157437450	157437451	0.0	1	0	21	7
FRA1	chrY	158777219	158777344	0.0	110	0	660	660
POL3	chrY	158777219	158777344	0.0	110	0	2292	773
FRA1	chrY	158795540	158795660	0.0	120	0	720	720
POL3	chrY	158795540	158795660	0.0	120	0	1794	962
FRA1	chrY	159116281	159116282	0.0	1	0	10	5
POL3	chrY	159116281	159116282	0.0	1	0	21	7
FRA1	chrY	160121639	160121676	NA	0	NA	NA	NA
POL3	chrY	160121639	160121676	NA	0	NA	NA	NA
FRA1	chrY	160149005	160149006	0.0	1	0	6	6
POL3	chrY	160149005	160149006	0.0	1	0	21	7
POL3	chrY	160149274	160149275	0.0	1	0	21	7
FRA1	chrY	160149274	160149275	0.0	1	0	6	6
POL3	chrY	162658537	162658538	0.0	1	0	15	8
FRA1	chrY	162658537	162658538	0.0	1	0	10	5
FRA1	chrY	163218585	163218586	0.0	1	0	10	5
POL3	chrY	163218585	163218586	0.0	1	0	21	7
FRA1	chrY	163307183	163307184	0.0	1	0	10	5
POL3	chrY	163307183	163307184	0.0	1	0	21	7
FRA1	chrY	163796222	163796223	0.0	1	0	10	5
POL3	chrY	163796222	163796223	0.0	1	0	10	9
POL3	chrY	167666661	167666781	0.0	116	0	1175	1041
FRA1	chrY	167666661	167666781	0.014367816091954	116	10	696	696
POL3	chrY	170482185	170482186	0.0	1	0	21	7
FRA1	chrY	170482185	170482186	0.0	1	0	10	5
POL3	chrY	170482522	170482523	0.0	1	0	21	7
FRA1	chrY	170482522	170482523	0.0	1	0	10	5
POL3	chrY	170689736	170689737	0.0	1	0	21	7
FRA1	chrY	170689736	170689737	0.0	1	0	10	5
POL3	chrY	171432618	171432619	0.0	1	0	21	7
FRA1	chrY	171432618	171432619	0.0	1	0	6	6
POL3	chrY	171506425	171506426	0.0	1	0	15	8
FRA1	chrY	171506425	171506426	0.0	1	0	10	5
FRA1	chrY	171506722	171506723	0.0	1	0	10	5
POL3	chrY	171506722	171506723	0.0	1	0	15	8
POL3	chrY	172391308	172391309	0.0	1	0	15	8
FRA1	chrY	172391308	172391309	0.0	1	0	10	5
POL3	chrY	173731980	173731981	0.0	1	0	15	8
FRA1	chrY	173731980	173731981	0.0	1	0	6	6
FRA1	chrY	173916924	173916925	0.0	1	0	6	6
POL3	chrY	173916924	173916925	0.0	1	0	15	8
FRA1	chrY	173917070	173917071	0.0	1	0	6	6
POL3	chrY	173917070	173917071	0.0	1	0	15	8
POL3	chrY	175515171	175515172	0.0	1	0	10	9
FRA1	chrY	175515171	175515172	0.0	1	0	6	6
POL3	chrY	176650165	176650290	0.0	125	0	1260	1123
FRA1	chrY	176650165	176650290	0.0	125	0	750	750
FRA1	chrY	176650455	176650574	0.0	110	0	660	660
POL3	chrY	176650455	176650574	0.0	110	0	1625	885
POL3	chrY	180664404	180664405	0.0	1	0	10	9
FRA1	chrY	180664404	180664405	0.0	1	0	6	6
FRA1	chrY	181119906	181119907	0.0	1	0	6	6
POL3	chrY	181119906	181119907	0.0	1	0	10	9
FRA1	chrY	181865147	181865148	0.0	1	0	6	6
POL3	chrY	181865147	181865148	0.0	1	0	10	9
POL3	chrY	181865438	181865439	0.0	1	0	15	8
FRA1	chrY	181865438	181865439	0.0	1	0	6	6
FRA1	chrY	182770112	182770113	0.0	1	0	10	5
POL3	chrY	182770112	182770113	0.0	1	0	15	8
FRA1	chrY	183613879	183613880	0.0	1	0	10	5
POL3	chrY	183613879	183613880	0.0	1	0	10	9
FRA1	chrY	183614070	183614195	0.0	118	0	912	657
POL3	chrY	183614070	183614195	0.0033898305084745	118	4	1180	1062
POL3	chrY	186195323	186195336	NA	0	NA	NA	NA
FRA1	chrY	186195323	186195336	NA	0	NA	NA	NA
POL3	chrY	187807213	187807214	0.0	1	0	21	7
FRA1	chrY	187807213	187807214	0.0	1	0	10	5
POL3	chrY	187807684	187807685	0.0	1	0	21	7
FRA1	chrY	187807684	187807685	0.0	1	0	10	5
FRA1	chrY	189230299	189230300	0.0	1	0	10	5
POL3	chrY	189230299	189230300	0.0	1	0	10	9
POL3	chrY	189230446	189230447	0.0	1	0	15	8
FRA1	chrY	189230446	189230447	0.0	1	0	10	5
FRA1	chrY	191313797	191313798	0.0	1	0	6	6
POL3	chrY	191313797	191313798	0.0	1	0	21	7
POL3	chrY	191314039	191314040	0.0	1	0	21	7
FRA1	chrY	191314039	191314040	0.0	1	0	6	6
POL3	chrY	191484953	191484954	0.0	1	0	21	7
FRA1	chrY	191484953	191484954	0.0	1	0	10	5
FRA1	chrY	194613332	194613333	0.0	1	0	10	5
POL3	chrY	194613332	194613333	0.0	1	0	21	7
FRA1	chrY	195078542	195078662	0.0	103	0	618	618
POL3	chrY	195078542	195078662	0.0116504854368932	103	12	1030	927
POL3	chrY	195543980	195543981	0.0	1	0	15	8
FRA1	chrY	195543980	195543981	0.0	1	0	6	6
FRA1	chrY	195544244	195544245	0.0	1	0	6	6
POL3	chrY	195544244	195544245	0.0	1	0	21	7
FRA1	chrY	195744025	195744026	0.0	1	0	6	6
POL3	chrY	195744025	195744026	0.0	1	0	10	9
FRA1	chrY	197495257	197495258	0.0	1	0	10	5
POL3	chrY	197495257	197495258	0.0	1	0	21	7
POL3	chrY	197893784	197893785	0.0	1	0	10	9
FRA1	chrY	197893784	197893785	0.0	1	0	10	5
POL3	chrY	197894032	197894033	0.0	1	0	10	9
FRA1	chrY	197894032	197894033	0.0	1	0	10	5
POL3	chrY	198456315	198456316	0.0	1	0	10	9
FRA1	chrY	198456315	198456316	0.0	1	0	6	6
FRA1	chrY	198456518	198456519	0.0	1	0	6	6
POL3	chrY	198456518	198456519	0.0	1	0	10	9
POL3	chrY	200919954	200919955	0.0	1	0	21	7
FRA1	chrY	200919954	200919955	0.0	1	0	6	6
POL3	chrY	201137916	201137917	0.0	1	0	15	8
FRA1	chrY	201137916	201137917	0.0	1	0	10	5
POL3	chrY	201286611	201286736	0.0	111	0	1110	999
FRA1	chrY	201286611	201286736	0.0	111	0	666	666
POL3	chrY	202029296	202029297	0.0	1	0	10	9
FRA1	chrY	202029296	202029297	0.4	1	4	10	5
POL3	chrY	204710950	204710951	0.0	1	0	15	8
FRA1	chrY	204710950	204710951	0.0	1	0	10	5
FRA1	chrY	204711238	204711239	0.0	1	0	10	5
POL3	chrY	204711238	204711239	0.0	1	0	15	8
FRA1	chrY	205457481	205457482	0.0	1	0	10	5
POL3	chrY	205457481	205457482	0.0	1	0	21	7
FRA1	chrY	207559148	207559149	0.0	1	0	10	5
POL3	chrY	207559148	207559149	0.0	1	0	21	7
FRA1	chrY	209817560	209817685	0.0	115	0	1150	575
POL3	chrY	209817560	209817685	0.0	115	0	1150	1035
FRA1	chrY	209817814	209817934	0.0	118	0	1180	590
POL3	chrY	209817814	209817934	0.0033898305084745	118	4	1180	1062
FRA1	chrY	212051736	212051737	0.0	1	0	10	5
POL3	chrY	212051736	212051737	0.0	1	0	15	8
FRA1	chrY	212052466	212052467	0.0	1	0	10	5
POL3	chrY	212052466	212052467	0.0	1	0	10	9
POL3	chrY	213600491	213600492	0.0	1	0	21	7
FRA1	chrY	213600491	213600492	0.0	1	0	10	5
FRA1	chrY	213758934	213758935	0.0	1	0	6	6
POL3	chrY	213758934	213758935	0.0	1	0	21	7
POL3	chrY	223190769	223190770	0.0	1	0	10	9
FRA1	chrY	223190769	223190770	0.0	1	0	6	6
POL3	chrY	223190958	223190959	0.0	1	0	10	9
FRA1	chrY	223190958	223190959	0.0	1	0	6	6
POL3	chrY	224484143	224484144	0.0	1	0	15	8
FRA1	chrY	224484143	224484144	0.0	1	0	6	6
FRA1	chrY	224484424	224484425	0.0	1	0	10	5
POL3	chrY	224484424	224484425	0.0	1	0	21	7
FRA1	chrY	227944178	227944179	0.0	1	0	10	5
POL3	chrY	227944178	227944179	0.0	1	0	10	9
POL3	chrY	227944449	227944450	0.0	1	0	10	9
FRA1	chrY	227944449	227944450	0.0	1	0	10	5
POL3	chrY	230024667	230024668	0.0	1	0	21	7
FRA1	chrY	230024667	230024668	0.0	1	0	10	5
POL3	chrY	230024982	230024983	0.0	1	0	21	7
FRA1	chrY	230024982	230024983	0.0	1	0	10	5
POL3	chrY	230088894	230088895	0.0	1	0	10	9
FRA1	chrY	230088894	230088895	0.0	1	0	10	5
FRA1	chrY	230089250	230089251	0.0	1	0	10	5
POL3	chrY	230089250	230089251	0.0	1	0	15	8
FRA1	chrY	230179976	230179977	0.0	1	0	10	5
POL3	chrY	230179976	230179977	0.0	1	0	15	8
POL3	chrY	231674612	231674613	0.0	1	0	21	7
FRA1	chrY	231674612	231674613	0.0	1	0	10	5
POL3	chrY	231674884	231674885	0.0	1	0	15	8
FRA1	chrY	231674884	231674885	0.0	1	0	10	5
